RNAcentral_id	GR	logFC_tumor_vs_normal_FC	P.Value_tumor_vs_normal_FC	adj.P.Val_tumor_vs_normal_FC	logFC_tumor_vs_normal_salmon	P.Value_tumor_vs_normal_salmon	adj.P.Val_tumor_vs_normal_salmon	gene_type	RNA_type	ENSEMBL	GENCODE	NONCODE	ENA	GENECARDS	LNCBOOK	LNCIPEDIA	HGNC	REFSEQ	SNOPY	SRPDB	SILVA	LNCRNADB	GTRNADB	TMRNA_WEB
hsa_piR_020009_DQ597484	NA	1.2496652801761572	0.005518039683377677	0.022522889697747003	NA	NA	NA	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000D410C	chr7_145997391_145997416_26_+	1.2458467790929264	0.005581847082051903	0.022727076143959475	NA	NA	NA	piRNA	piRNA	NA	NA	NA	piR-35549	piR-35549-001, piR-35549-002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000052FCE0	chr9_133349396_133349470_75_+	1.127583319919892	0.005662004299395555	0.022996662782520372	0.6184531919392537	0.23590315414956703	0.3507710298629183	snoRNA	snoRNA	ENSG00000206611.1, ENSG00000280889.1	SNORD24	NA	U24 SnoRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00003AC822	chr1_630974_631062_89_+	1.0875623011381679	0.005769140482241482	0.023374232568098778	NA	NA	NA	tRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000025325	chr1_630996_631061_66_-	1.0857435071545813	0.005836722361092991	0.023475012618152054	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	RF00005-002, RF00005-112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000473F8D	chr1_630996_631061_66_+	1.0857435071545813	0.005836722361092991	0.023475012618152054	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AY713976-005, AY713998-001, AY713998-002, AY713998-003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002E6CEB	chr1_630997_631061_65_-	1.0857435071545813	0.005836722361092991	0.023475012618152054	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	MT-TY, RF00005-002, RF00005-052, RF00005-112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000048B329	chr3_188688781_188688866_86_+	-1.1527000382525578	0.005870346542269434	0.023497602625503253	-0.320043698385966	0.6836584617061956	0.7718724567650597	precursor_RNA	precursor_RNA	ENSG00000207651.1	MIR28	NA	mir-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000068A870	chr3_188688783_188688863_81_-	-1.1526900460207283	0.005870838254522341	0.023497602625503253	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	RF00917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFD5A8	chrX_151959638_151959699_62_-	-1.564836006528199	0.0059775214294099255	0.02386666546512583	-1.7886620493694974	0.004700237177974676	0.020206786945250875	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006BFE9D	chrX_151959628_151959712_85_-	-1.5613347428898892	0.005999857813362834	0.0238979843822109	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000283751.1	MIR452	NA	mir-452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004EB1FA	chr7_145997391_145997421_31_+	1.2301802580481098	0.006119536770670438	0.024315942493579643	1.2036966827354876	0.0045214902319086914	0.019869215044964198	piRNA	piRNA	NA	NA	NA	piR-35551	piR-35549-001, piR-35549-002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001BF5DD	chr4_20528299_20528320_22_+	-1.1939992152636703	0.006244215498272598	0.02475170999195075	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005651EE	chr16_15643294_15643372_79_+	0.9811439575032015	0.006320530299898951	0.024829406993655986	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000283736.1	MIR484	NA	mir-484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075BBD9	chr3_49020618_49020709_92_-	1.1349730530673448	0.006330963683218168	0.024829406993655986	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000207605.3	MIR191	NA	mir-191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000066D160	chr16_15643297_15643363_67_+	0.9804233859290399	0.006343914155809323	0.024829406993655986	0.8143816103145376	0.012997731783751583	0.04164766170145753	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000663EAF	chr3_49020618_49020708_91_-	1.1346925124698028	0.006348608584490061	0.024829406993655986	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFC951	chr3_49020630_49020694_65_-	1.1346925124698028	0.006348608584490061	0.024829406993655986	1.0899250996220768	0.00736077123354423	0.02779378349595539	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000DA6A7	chr12_53991762_53991783_22_+	2.200898950725147	0.006384170423487138	0.024829406993655986	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR196A1, MIR196A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000DD854E	chr7_145997365_145997390_26_+	1.1427943865234642	0.006391111529174821	0.024829406993655986	1.806139711794236	2.2505677735796045e-4	0.003457786867926418	tRNA	tRNA	NA	NA	NA	NA	MG773625, MT-TV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00003AC822	chr14_32484811_32484899_89_-	1.0836043799639565	0.00640856823863421	0.024829406993655986	NA	NA	NA	tRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000707F35	chr17_48632480_48632571_92_-	2.195665463810232	0.006416931547280593	0.024829406993655986	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR196A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002E6CEB	chr14_32484812_32484876_65_+	1.0829840835041011	0.006444503452568079	0.024829406993655986	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	MT-TY, RF00005-002, RF00005-052, RF00005-112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000093479	chr14_32484812_32484877_66_+	1.0829840835041011	0.006444503452568079	0.024829406993655986	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	MT-TY, RF00005-002, RF00005-052, RF00005-112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000473F8D	chr14_32484812_32484877_66_-	1.0829840835041011	0.006444503452568079	0.024829406993655986	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AY713976-005, AY713998-001, AY713998-002, AY713998-003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000059900F	chr17_68019897_68019969_73_-	1.318037007135827	0.006478302981540106	0.0249014489896495	1.0508705111060772	0.026995922723465793	0.06842977626282415	tRNA	tRNA	NA	NA	NA	tRNA-Arg-CCG-2-1	TRR-CCG2-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000014C145	chr17_48632490_48632559_70_-	2.1910212002923695	0.006545721409459903	0.025048619098050676	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000210741.1	MIR196A1	NA	mir-196a-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE71C	chr17_48632493_48632553_61_-	2.190208691900467	0.006546970789120583	0.025048619098050676	2.7235056426821584	0.0010916997862350259	0.00752611216268086	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001A72CE	chr17_19508181_19508252_72_+	1.2218017090465776	0.0065784422678290926	0.025061160157005	1.3738411556702934	0.010710608675680845	0.036368111548020776	tRNA	tRNA	NA	NA	NA	tRNA-Trp-CCA-2-1	TRW-CCA2-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000044730B	chr3_169772230_169772303_74_+	1.388171985498888	0.00658064423770962	0.025061160157005	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	TRV-AAC1-1, TRV-CAC1-4, TRV-CAC1-5, TRV-CAC1-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000644222	chr1_121016845_121016915_71_-	1.3328667340931237	0.006658031958087571	0.02527259586723647	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	TRG-CCC6-1-001	NA	NA	TRG-CCC6-1	NA	NA	NA	NA	NA	tRNA-Gly-CCC-6-1	NA
URS00001B3570	chr6_27681106_27681178_73_-	1.409079035213257	0.006666815768494763	0.02527259586723647	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Val	TRV-AAC1-1, TRV-AAC1-2, TRV-AAC1-3, TRV-AAC1-4, TRV-AAC1-5, TRV-AAC4-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00003AC822	chrM_5804_5892_89_+	1.1138179115512887	0.0066957712497108515	0.025324144015534848	NA	NA	NA	tRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000013E6C	chrM_5826_5894_69_-	1.117241488283998	0.00674181807248819	0.02541862485922294	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	MT-TY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000074CCCF	chr6_27728548_27728620_73_-	1.312548610415643	0.006777883234610917	0.02541862485922294	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Val-CAC-7-1	TRV-CAC7-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002BF426	chrM_5825_5891_67_-	1.1153895903362328	0.00679371653685791	0.02541862485922294	1.9051350134119733	0.08478296529116269	0.16556330131965247	tRNA	tRNA	NA	NA	NA	NA	MT-TY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000093479	chrM_5826_5891_66_-	1.1153432838532558	0.006797825083636942	0.02541862485922294	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	MT-TY, RF00005-002, RF00005-052, RF00005-112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001E8232	chrM_5826_5891_66_+	1.1153432838532558	0.006797825083636942	0.02541862485922294	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AY713976-005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001832E2	chr12_57824614_57824687_74_-	-0.8094937249514622	0.006832179887691329	0.025437383808991028	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR26A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFD841	chr12_57824619_57824679_61_-	-0.8091183119445358	0.006854150510136295	0.025437383808991028	-0.8853148691201564	0.0024966279928048726	0.013132551869667249	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075C1BF	chr12_57824609_57824692_84_-	-0.8091270385317699	0.00686047151265984	0.025437383808991028	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000207789.1	MIR26A2	NA	mir-26a-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000023C301	chr3_37969404_37969480_77_+	-0.8071373657551524	0.006910823496924184	0.025437383808991028	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000199075.1	MIR26A1	NA	mir-26a-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000068669B	chr3_37969405_37969478_74_+	-0.8071373657551524	0.006910823496924184	0.025437383808991028	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR26A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006F3F92	chr3_37969406_37969479_74_-	-0.8071373657551524	0.006910823496924184	0.025437383808991028	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	RF00244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFEBDE	chr3_37969412_37969473_62_+	-0.8071373657551524	0.006910823496924184	0.025437383808991028	-1.488454060823009	0.027899098469507014	0.0703327543707641	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004D9E92	chr14_58239895_58239967_73_-	1.1113711212807207	0.006988506525601026	0.025666029533888846	1.034593896708916	0.09171849639515216	0.1760287601356989	tRNA	tRNA	NA	NA	NA	tRNA-Lys-CTT-1-1, tRNA-Lys-CTT-1-2	TRK-CTT1-1, TRK-CTT1-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000020D84A	chr4_20528299_20528319_21_+	-1.2739298292590264	0.007095989133615957	0.02600285795851714	NA	NA	NA	miRNA	miRNA	NA	NA	NA	mir-218-1, mir-218-2	MIR218-1, MIR218-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000B7E30	chrX_66018937_66018958_22_+	-1.1117802517328208	0.007178448135103633	0.026246698391986453	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000070B37B	chr11_59550629_59550701_73_-	1.5111732184452569	0.007251076618185198	0.026438223977127313	1.625717152500374	0.008783093730641721	0.03134358939170183	tRNA	tRNA	NA	NA	NA	tRNA-Val-TAC-1-1, tRNA-Val-TAC-1-2	TRV-TAC1-1, TRV-TAC1-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005C2E31	chr3_49020672_49020694_23_-	1.0997983241193792	0.007262895974310899	0.026438223977127313	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000346F1C	chr12_6963703_6963724_22_+	1.2465950477098278	0.007287107877030081	0.026467931474058598	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR200C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_020499_DQ598183	NA	2.4784333558190212	0.007403076149968824	0.026699756779087935	NA	NA	NA	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005B985B	chr19_49490907_49490972_66_+	1.2711908820355506	0.007407932091977848	0.026699756779087935	1.073744355704644	0.016721324594234727	0.04940391357387533	snoRNA	snoRNA	NA	NA	NA	U34	SNORD34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000045049D	chr6_27235509_27235581_73_+	1.3030595799594034	0.007435064534538306	0.026699756779087935	NA	NA	NA	tRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075BB92	chr17_28861533_28861618_86_-	-2.4742045127874768	0.007443604981608505	0.026699756779087935	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000283819.1	MIR144	NA	mir-144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006283BD	chr19_49490904_49490974_71_+	1.2701401017985368	0.00746074854797115	0.026699756779087935	NA	NA	NA	snoRNA	snoRNA	ENSG00000202503.1	SNORD34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006844E6	chr17_28861534_28861618_85_-	-2.4738552399316474	0.007464274029811727	0.026699756779087935	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE964	chr17_28861547_28861604_58_-	-2.4738552399316474	0.007464274029811727	0.026699756779087935	-3.0722687231723587	0.02576838690028953	0.06660747133984778	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00019EB608	chrM_5829_5891_63_-	1.0945893120609655	0.007484017241824748	0.026712433834997853	NA	NA	NA	tRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001ACC43	chrM_5827_5892_66_-	1.0959562365361215	0.007518973997505356	0.026760016628805845	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	MT-TY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002E6CEB	chrM_5827_5891_65_-	1.0957070121616184	0.00752980455777193	0.026760016628805845	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	MT-TY, RF00005-002, RF00005-052, RF00005-112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000019B0F7	chr12_57824658_57824679_22_-	-0.8076189304997801	0.0077169642573767456	0.027366180775084417	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR26A1, MIR26A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00003DDE27	chr12_95308480_95308500_21_+	1.034492275720587	0.007748572408545611	0.027419304510068052	1.1421545740185408	0.00484828179194416	0.020473545274320378	miRNA	miRNA	NA	NA	NA	NA	MIR331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000064D54F	chr10_5853711_5853783_73_-	1.5837483649475954	0.007788056968453529	0.027483458905224974	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Val-TAC-3-1	TRV-TAC3-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFBAC2	chr12_95308444_95308500_57_+	1.0282482913073325	0.007800035638353722	0.027483458905224974	NA	NA	NA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000D9842	chr12_53991762_53991782_21_+	2.2658700725815386	0.007887935328621249	0.027733913340930574	NA	NA	NA	miRNA	miRNA	NA	NA	NA	MIR-196	MIR196A1, MIR196A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002FDE5F	chr2_216499269_216499295_27_+	1.4218580490247592	0.00791182218971605	0.02775871232093993	NA	NA	NA	piRNA	piRNA	NA	NA	NA	piR-54888	piR-54888-001, piR-54888-002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000014E598	chr19_45478601_45478687_87_-	1.3487626856738473	0.007934000845038152	0.027777425463838455	1.2520654507154512	0.016304761369579132	0.04878728597957546	tRNA	tRNA	NA	NA	NA	NA	TRU-TCA1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000059D2BF	chr1_144567515_144567588_74_-	1.220523243511599	0.008078122822617845	0.028222085878171245	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Asn-GTT-2-1, tRNA-Asn-GTT-2-2, tRNA-Asn-GTT-2-3, tRNA-Asn-GTT-2-4, tRNA-Asn-GTT-2-5, tRNA-Asn-GTT-2-6	TRN-GTT2-1-001, TRN-GTT2-1-002, TRN-GTT2-1, TRN-GTT2-2, TRN-GTT2-3, TRN-GTT2-4, TRN-GTT2-5, TRN-GTT2-6	NA	NA	TRN-GTT2-7, TRN-GTT2-8	NA	NA	NA	NA	NA	tRNA-Asn-GTT-2-7, tRNA-Asn-GTT-2-8	NA
URS000004F117	chr17_28861582_28861604_23_-	-2.4772046263423704	0.008216570779876451	0.028645085023290207	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002E92A8	chr17_28861583_28861604_22_-	-2.474527543186735	0.00828883402359184	0.02883604916646191	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000062F4C6	chr15_66501250_66501318_69_-	1.0796616672663948	0.008455278907062432	0.029353168247886214	1.0361529818075512	0.011444617305832554	0.03800949543177965	snoRNA	snoRNA	ENSG00000199574.1	SNORD18C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000061547A	chr18_80013036_80013065_30_+	1.5088107524757621	0.008496047750523839	0.029432736850029013	NA	NA	NA	misc_RNA	misc_RNA	NA	NA	NA	NA	AB330783-001, AB330783-002, AB330783-003, AB330783-004, AB330783-005, AB330784-001, AB330784-002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00003DDA12	chr15_66501252_66501318_67_-	1.0726270128271813	0.008592847726150073	0.029705672747214824	NA	NA	NA	snoRNA	snoRNA	NA	NA	NA	NA	SNORD18C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000642F53	chr12_95308420_95308513_94_+	0.9978342293999076	0.00885067819355044	0.03053298816143238	0.5900598666834975	0.11308659832624411	0.202576386765516	precursor_RNA	precursor_RNA	ENSG00000199172.3	MIR331	NA	mir-331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000222FD2	chr17_8186358_8186429_72_+	1.0696633682167116	0.008917351959571005	0.030691210223505457	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Trp-CCA-3-3, tRNA-Trp-CCA-3-1, tRNA-Trp-CCA-3-2	TRW-CCA3-1, TRW-CCA3-2, TRW-CCA3-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_009265_DQ582536	NA	1.0277264565245283	0.008933766468940339	0.030691210223505457	0.5003171738307755	0.22543262810923476	0.3385782589313105	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000062539F	chr5_86620506_86620568_63_+	1.0254775415886623	0.008984979223347372	0.030776146987453328	NA	NA	NA	snoRNA	snoRNA	NA	NA	NA	NA	SNORD138	NA	NA	NA	NA	AC108110.3	NA	NA	NA	NA	NA
URS0000CA664E	chr7_139044101_139044124_24_-	1.1587717284729853	0.00901517383614006	0.030776146987453328	1.0155158520755263	0.02790123552510532	0.0703327543707641	miRNA	miRNA	NA	NA	NA	NA	MIR10399-001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004DCDD7	chr11_66348120_66348151_32_+	1.1475143795357745	0.009030072648967585	0.030776146987453328	NA	NA	NA	piRNA	piRNA	NA	NA	NA	piR-34443	piR-34439-001, piR-34439-002, piR-34439-003, piR-34439-004, piR-34439-005, piR-34439-006, piR-34441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004DAA7C	chr7_100093815_100093836_22_-	1.0789984080110626	0.00904054348470011	0.030776146987453328	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000173B3	chr11_66348120_66348150_31_+	1.1469485531603418	0.009051807937486273	0.030776146987453328	NA	NA	NA	piRNA	piRNA	NA	NA	NA	piR-34440	piR-34439-001, piR-34439-002, piR-34439-003, piR-34439-004, piR-34439-005, piR-34439-006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075C2C2	chr5_86620497_86620575_79_+	1.0212108944313378	0.009186423889064155	0.03116957405980821	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000284078.1	SNORD138	NA	mir-3607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000679FAF	chr18_46089305_46089377_73_-	1.1041491255762856	0.009401629984189601	0.03177175377869328	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Lys-CTT-6-1	TRK-CTT6-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000030BAD5	chr1_153671250_153671321_72_+	1.054388120811387	0.009402435320801893	0.03177175377869328	0.9898551181576556	0.012912849801015867	0.041521884519167634	tRNA	tRNA	NA	NA	NA	tRNA-iMet-CAT-1-1, tRNA-iMet-CAT-1-8, tRNA-iMet-CAT-1-2, tRNA-iMet-CAT-1-3, tRNA-iMet-CAT-1-4, tRNA-iMet-CAT-1-5, tRNA-iMet-CAT-1-6, tRNA-iMet-CAT-1-7, TRM2, TRM1, tRNA-Met	TRX-CAT1-1, TRX-CAT1-2, TRX-CAT1-3, TRX-CAT1-4, TRX-CAT1-5, TRX-CAT1-6, TRX-CAT1-7, TRX-CAT1-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004DC6A5	chr1_40754413_40754434_22_+	-0.9539973437242963	0.009528001214374053	0.03209999985594421	-0.8418688638186573	0.014614193467218588	0.045234408350914676	miRNA	miRNA	NA	NA	NA	NA	MIR30E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000762794	chr1_630996_631059_64_-	0.9857157167404207	0.009538508143973718	0.03209999985594421	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	MT-TY, RF00005-002, RF00005-112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000041798D	chr21_8218915_8218940_26_+	1.527959440651447	0.009599776647490727	0.032240390410819164	1.4110206963801595	0.014466302122093534	0.045234408350914676	misc_RNA	misc_RNA	NA	NA	NA	NA	AB330783-001, AB330783-002, AB330783-003, AB330783-004, AB330783-005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000021028	chr5_94569467_94569535_69_-	1.1422625113112899	0.009674882321920921	0.03236081328366653	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AF465954-001, AF465954-002, MT-TE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000C4980	chr5_94569467_94569535_69_+	1.1422625113112899	0.009674882321920921	0.03236081328366653	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AY243877-001, AY243877-002, AY243936-001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFEB8F	chr12_53991761_53991820_60_+	2.0394466808743763	0.009757152739018981	0.03250774055033393	1.5826173379683093	0.05333301528700438	0.11796382072142614	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000625942	chr12_53991744_53991834_91_+	2.039696851874316	0.00976383551656357	0.03250774055033393	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR196A2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00007E4955	chr12_53991762_53991784_23_+	2.04120257218469	0.009777949856255689	0.03250774055033393	2.0923556075165655	0.008550116347390764	0.03063755634840092	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002C37BE	chr5_181241818_181241889_72_-	1.0900077442469858	0.009915040542630536	0.03289718683057898	1.3441025094462118	0.006719829111586617	0.02651903516503389	snoRNA	snoRNA	NA	NA	NA	NA	SNORD96A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005372AE	chr17_38867645_38867673_29_+	2.448617826289028	0.010045174609242665	0.033262033997271394	NA	NA	NA	piRNA	piRNA	NA	NA	NA	piR-36248	piR-36245-002, piR-36245-003, piR-36245-004, piR-36245-005, piR-36245-006, piR-36245-007, piR-36246, piR-36247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_020391_DQ598016	NA	3.502439074754555	0.010095750912551674	0.03336251153266074	NA	NA	NA	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002BBF17	chr12_6963743_6963763_21_+	1.2729606249196348	0.01012615009999511	0.03339604302978387	NA	NA	NA	miRNA	miRNA	NA	NA	NA	miR-156	MIR200C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004CF38D	chrM_14674_14747_74_-	1.1379679918214758	0.01033119069649135	0.03400425840022801	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Glu	MT-TE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
