gene_id	n
hsa_piR_006396_DQ578741	2
hsa_piR_006412_DQ578762	2
hsa_piR_006422_DQ578774	2
hsa_piR_006435_DQ578795	2
hsa_piR_006442_DQ578804	2
hsa_piR_006443_DQ578805	2
hsa_piR_006460_DQ578824	2
hsa_piR_006461_DQ578826	2
hsa_piR_006481_DQ578861	2
hsa_piR_006529_DQ578924	2
hsa_piR_006557_DQ578966	2
hsa_piR_006572_DQ578988	2
hsa_piR_006581_DQ579000	2
hsa_piR_006583_DQ579003	2
hsa_piR_006584_DQ579004	2
hsa_piR_006588_DQ579009	2
hsa_piR_006620_DQ579058	2
hsa_piR_006625_DQ579064	2
hsa_piR_006694_DQ579155	2
hsa_piR_006710_DQ579174	2
hsa_piR_006727_DQ579195	2
hsa_piR_006855_DQ579350	2
hsa_piR_006875_DQ579376	2
hsa_piR_006878_DQ579381	2
hsa_piR_006880_DQ579383	2
hsa_piR_006894_DQ579400	2
hsa_piR_006940_DQ579466	2
hsa_piR_006963_DQ579497	2
hsa_piR_006973_DQ579513	2
hsa_piR_006978_DQ579519	2
hsa_piR_006993_DQ579539	2
hsa_piR_007003_DQ579553	2
hsa_piR_007015_DQ579570	2
hsa_piR_007022_DQ579578	2
hsa_piR_007042_DQ579606	2
hsa_piR_007044_DQ579608	2
hsa_piR_007065_DQ579640	2
hsa_piR_007069_DQ579644	2
hsa_piR_007098_DQ579681	2
hsa_piR_007112_DQ579701	2
hsa_piR_007133_DQ579727	2
hsa_piR_007137_DQ579733	2
hsa_piR_007152_DQ579754	2
hsa_piR_007154_DQ579756	2
hsa_piR_007175_DQ579784	2
hsa_piR_007183_DQ579792	2
hsa_piR_007201_DQ579813	2
hsa_piR_007208_DQ579824	2
hsa_piR_007216_DQ579837	2
hsa_piR_007231_DQ579854	2
hsa_piR_007234_DQ579858	2
hsa_piR_007238_DQ579862	2
hsa_piR_007277_DQ579920	2
hsa_piR_007288_DQ579933	2
hsa_piR_007306_DQ579962	2
hsa_piR_007313_DQ579974	2
hsa_piR_007364_DQ580040	2
hsa_piR_007398_DQ580083	2
hsa_piR_007406_DQ580092	2
hsa_piR_007436_DQ580129	2
hsa_piR_007471_DQ580184	2
hsa_piR_007493_DQ580219	2
hsa_piR_007514_DQ580243	2
hsa_piR_007523_DQ580254	2
hsa_piR_007535_DQ580271	2
hsa_piR_007544_DQ580281	2
hsa_piR_007547_DQ580284	2
hsa_piR_007549_DQ580291	2
hsa_piR_007578_DQ580330	2
hsa_piR_007583_DQ580340	2
hsa_piR_007589_DQ580346	2
hsa_piR_007625_DQ580394	2
hsa_piR_007705_DQ580498	2
hsa_piR_007744_DQ580546	2
hsa_piR_007800_DQ580623	2
hsa_piR_007802_DQ580626	2
hsa_piR_007810_DQ580635	2
hsa_piR_007822_DQ580650	2
hsa_piR_007824_DQ580652	2
hsa_piR_007830_DQ580658	2
hsa_piR_007869_DQ580707	2
hsa_piR_007902_DQ580750	2
hsa_piR_007905_DQ580755	2
hsa_piR_007909_DQ580759	2
hsa_piR_007912_DQ580763	2
hsa_piR_007917_DQ580769	2
hsa_piR_007922_DQ580778	2
hsa_piR_007942_DQ580799	2
hsa_piR_007946_DQ580803	2
hsa_piR_007951_DQ580811	2
hsa_piR_007956_DQ580817	2
hsa_piR_008012_DQ580902	2
hsa_piR_008036_DQ580930	2
hsa_piR_008051_DQ580953	2
hsa_piR_008053_DQ580955	2
hsa_piR_008073_DQ580981	2
hsa_piR_008085_DQ580994	2
hsa_piR_008088_DQ580997	2
hsa_piR_008105_DQ581019	2
hsa_piR_008129_DQ581049	2
hsa_piR_008141_DQ581067	2
hsa_piR_008169_DQ581103	2
hsa_piR_008182_DQ581119	2
hsa_piR_008273_DQ581240	2
hsa_piR_008302_DQ581278	2
hsa_piR_008307_DQ581285	2
hsa_piR_008329_DQ581312	2
hsa_piR_008330_DQ581313	2
hsa_piR_008339_DQ581323	2
hsa_piR_008368_DQ581360	2
hsa_piR_008397_DQ581398	2
hsa_piR_008401_DQ581405	2
hsa_piR_008405_DQ581409	2
hsa_piR_008453_DQ581463	2
hsa_piR_008467_DQ581501	2
hsa_piR_008470_DQ581507	2
hsa_piR_008485_DQ581529	2
hsa_piR_008508_DQ581556	2
hsa_piR_008523_DQ581574	2
hsa_piR_008534_DQ581588	2
hsa_piR_008536_DQ581590	2
hsa_piR_008555_DQ581612	2
hsa_piR_008556_DQ581613	2
hsa_piR_008569_DQ581628	2
hsa_piR_008577_DQ581639	2
hsa_piR_008596_DQ581671	2
hsa_piR_008632_DQ581719	2
hsa_piR_008654_DQ581755	2
hsa_piR_008726_DQ581843	2
hsa_piR_008742_DQ581867	2
hsa_piR_008761_DQ581891	2
hsa_piR_008821_DQ581965	2
hsa_piR_008837_DQ581986	2
hsa_piR_008846_DQ582004	2
hsa_piR_008869_DQ582032	2
hsa_piR_008879_DQ582043	2
hsa_piR_008881_DQ582046	2
hsa_piR_008888_DQ582059	2
hsa_piR_008895_DQ582068	2
hsa_piR_008911_DQ582092	2
hsa_piR_008927_DQ582108	2
hsa_piR_008932_DQ582114	2
hsa_piR_008960_DQ582147	2
hsa_piR_008973_DQ582161	2
hsa_piR_008979_DQ582171	2
hsa_piR_008991_DQ582186	2
hsa_piR_008996_DQ582192	2
hsa_piR_008998_DQ582195	2
hsa_piR_009012_DQ582214	2
hsa_piR_009018_DQ582220	2
hsa_piR_009019_DQ582222	2
hsa_piR_009023_DQ582226	2
hsa_piR_009028_DQ582233	2
hsa_piR_009044_DQ582254	2
hsa_piR_009048_DQ582259	2
hsa_piR_009051_DQ582264	2
hsa_piR_009053_DQ582267	2
hsa_piR_009057_DQ582273	2
hsa_piR_009067_DQ582287	2
hsa_piR_009095_DQ582323	2
hsa_piR_009187_DQ582441	2
hsa_piR_009201_DQ582464	2
hsa_piR_009209_DQ582473	2
hsa_piR_009221_DQ582486	2
hsa_piR_009231_DQ582499	2
hsa_piR_009279_DQ582551	2
hsa_piR_009286_DQ582558	2
hsa_piR_009322_DQ582603	2
hsa_piR_009358_DQ582650	2
hsa_piR_009362_DQ582657	2
hsa_piR_009374_DQ582671	2
hsa_piR_009389_DQ582690	2
hsa_piR_009392_DQ582693	2
hsa_piR_009401_DQ582702	2
hsa_piR_009402_DQ582703	2
hsa_piR_009419_DQ582725	2
hsa_piR_009434_DQ582742	2
hsa_piR_009438_DQ582746	2
hsa_piR_009455_DQ582768	2
hsa_piR_009475_DQ582795	2
hsa_piR_009492_DQ582814	2
hsa_piR_009495_DQ582818	2
hsa_piR_009496_DQ582819	2
hsa_piR_009507_DQ582833	2
hsa_piR_009535_DQ582864	2
hsa_piR_009560_DQ582897	2
hsa_piR_009630_DQ582992	2
hsa_piR_009631_DQ582993	2
hsa_piR_009650_DQ583013	2
hsa_piR_009674_DQ583040	2
hsa_piR_009697_DQ583069	2
hsa_piR_009749_DQ583134	2
hsa_piR_009750_DQ583135	2
hsa_piR_009755_DQ583147	2
hsa_piR_009802_DQ583199	2
hsa_piR_009828_DQ583231	2
hsa_piR_009876_DQ583295	2
hsa_piR_009882_DQ583303	2
hsa_piR_009900_DQ583331	2
hsa_piR_009908_DQ583339	2
hsa_piR_009917_DQ583348	2
hsa_piR_009939_DQ583377	2
hsa_piR_009947_DQ583389	2
hsa_piR_009971_DQ583423	2
hsa_piR_009976_DQ583428	2
hsa_piR_009987_DQ583443	2
hsa_piR_009991_DQ583451	2
hsa_piR_010001_DQ583462	2
hsa_piR_010003_DQ583465	2
hsa_piR_010007_DQ583471	2
hsa_piR_010016_DQ583481	2
hsa_piR_010051_DQ583528	2
hsa_piR_010056_DQ583536	2
hsa_piR_010067_DQ583551	2
hsa_piR_010091_DQ583587	2
hsa_piR_010101_DQ583601	2
hsa_piR_010132_DQ583642	2
hsa_piR_010149_DQ583663	2
hsa_piR_010152_DQ583668	2
hsa_piR_010190_DQ583724	2
hsa_piR_010196_DQ583734	2
hsa_piR_010199_DQ583739	2
hsa_piR_010206_DQ583747	2
hsa_piR_010256_DQ583811	2
hsa_piR_010266_DQ583826	2
hsa_piR_010277_DQ583843	2
hsa_piR_010326_DQ583906	2
hsa_piR_010364_DQ583953	2
hsa_piR_010367_DQ583957	2
hsa_piR_010385_DQ583979	2
hsa_piR_010434_DQ584053	2
hsa_piR_010437_DQ584057	2
hsa_piR_010442_DQ584065	2
hsa_piR_010449_DQ584075	2
hsa_piR_010478_DQ584115	2
hsa_piR_010482_DQ584120	2
hsa_piR_010491_DQ584130	2
hsa_piR_010501_DQ584142	2
hsa_piR_010521_DQ584168	2
hsa_piR_010560_DQ584223	2
hsa_piR_010570_DQ584237	2
hsa_piR_010612_DQ584298	2
hsa_piR_010665_DQ584366	2
hsa_piR_010667_DQ584369	2
hsa_piR_010731_DQ584481	2
hsa_piR_010744_DQ584498	2
hsa_piR_010802_DQ584572	2
hsa_piR_010818_DQ584593	2
hsa_piR_010828_DQ584607	2
hsa_piR_010847_DQ584631	2
hsa_piR_010874_DQ584672	2
hsa_piR_010894_DQ584698	2
hsa_piR_010919_DQ584735	2
hsa_piR_010929_DQ584749	2
hsa_piR_010945_DQ584769	2
hsa_piR_010974_DQ584806	2
hsa_piR_010975_DQ584807	2
hsa_piR_010982_DQ584816	2
hsa_piR_010996_DQ584841	2
hsa_piR_011014_DQ584867	2
hsa_piR_011029_DQ584883	2
hsa_piR_011039_DQ584897	2
hsa_piR_011065_DQ584927	2
hsa_piR_011068_DQ584931	2
hsa_piR_011075_DQ584940	2
hsa_piR_011092_DQ584965	2
hsa_piR_011135_DQ585028	2
hsa_piR_011137_DQ585030	2
hsa_piR_011142_DQ585043	2
hsa_piR_011157_DQ585059	2
hsa_piR_011166_DQ585069	2
hsa_piR_011179_DQ585085	2
hsa_piR_011189_DQ585096	2
hsa_piR_011224_DQ585151	2
hsa_piR_011229_DQ585160	2
hsa_piR_011262_DQ585205	2
hsa_piR_011288_DQ585237	2
hsa_piR_011300_DQ585261	2
hsa_piR_011303_DQ585266	2
hsa_piR_011381_DQ585372	2
hsa_piR_011398_DQ585397	2
hsa_piR_011413_DQ585415	2
hsa_piR_011418_DQ585421	2
hsa_piR_011428_DQ585440	2
hsa_piR_011430_DQ585442	2
hsa_piR_011460_DQ585494	2
hsa_piR_011484_DQ585550	2
hsa_piR_011491_DQ585563	2
hsa_piR_011508_DQ585589	2
hsa_piR_011510_DQ585591	2
hsa_piR_011511_DQ585592	2
hsa_piR_011560_DQ585659	2
hsa_piR_011564_DQ585663	2
hsa_piR_011571_DQ585671	2
hsa_piR_011589_DQ585692	2
hsa_piR_011596_DQ585700	2
hsa_piR_011610_DQ585720	2
hsa_piR_011614_DQ585724	2
hsa_piR_011630_DQ585748	2
hsa_piR_011632_DQ585751	2
hsa_piR_011635_DQ585755	2
hsa_piR_011647_DQ585771	2
hsa_piR_011653_DQ585781	2
hsa_piR_011668_DQ585797	2
hsa_piR_011673_DQ585802	2
hsa_piR_011701_DQ585833	2
hsa_piR_011721_DQ585864	2
hsa_piR_011730_DQ585874	2
hsa_piR_011744_DQ585892	2
hsa_piR_011750_DQ585900	2
hsa_piR_011766_DQ585918	2
hsa_piR_011806_DQ585969	2
hsa_piR_011816_DQ585981	2
hsa_piR_011833_DQ586005	2
hsa_piR_011859_DQ586037	2
hsa_piR_011878_DQ586067	2
hsa_piR_011880_DQ586071	2
hsa_piR_011882_DQ586073	2
hsa_piR_011893_DQ586088	2
hsa_piR_011900_DQ586096	2
hsa_piR_011915_DQ586113	2
hsa_piR_011926_DQ586130	2
hsa_piR_011940_DQ586151	2
hsa_piR_011994_DQ586213	2
hsa_piR_011996_DQ586215	2
hsa_piR_012006_DQ586225	2
hsa_piR_012031_DQ586260	2
hsa_piR_012034_DQ586265	2
hsa_piR_012059_DQ586297	2
hsa_piR_012084_DQ586325	2
hsa_piR_012106_DQ586353	2
hsa_piR_012125_DQ586383	2
hsa_piR_012144_DQ586408	2
hsa_piR_012148_DQ586412	2
hsa_piR_012157_DQ586426	2
hsa_piR_012184_DQ586472	2
hsa_piR_012191_DQ586480	2
hsa_piR_012200_DQ586493	2
hsa_piR_012206_DQ586500	2
hsa_piR_012207_DQ586502	2
hsa_piR_012212_DQ586509	2
hsa_piR_012216_DQ586514	2
hsa_piR_012221_DQ586519	2
hsa_piR_012245_DQ586557	2
hsa_piR_012290_DQ586624	2
hsa_piR_012320_DQ586666	2
hsa_piR_012355_DQ586717	2
hsa_piR_012363_DQ586730	2
hsa_piR_012400_DQ586776	2
hsa_piR_012402_DQ586778	2
hsa_piR_012407_DQ586785	2
hsa_piR_012414_DQ586792	2
hsa_piR_012421_DQ586800	2
hsa_piR_012432_DQ586814	2
hsa_piR_012438_DQ586827	2
hsa_piR_012469_DQ586866	2
hsa_piR_012475_DQ586876	2
hsa_piR_012515_DQ586929	2
hsa_piR_012519_DQ586933	2
hsa_piR_012524_DQ586942	2
hsa_piR_012532_DQ586950	2
hsa_piR_012539_DQ586958	2
hsa_piR_012587_DQ587022	2
hsa_piR_012593_DQ587030	2
hsa_piR_012602_DQ587042	2
hsa_piR_012621_DQ587069	2
hsa_piR_012625_DQ587074	2
hsa_piR_012663_DQ587124	2
hsa_piR_012694_DQ587170	2
hsa_piR_012752_DQ587268	2
hsa_piR_012763_DQ587279	2
hsa_piR_012821_DQ587363	2
hsa_piR_012830_DQ587373	2
hsa_piR_012851_DQ587399	2
hsa_piR_012909_DQ587492	2
hsa_piR_012925_DQ587514	2
hsa_piR_012931_DQ587523	2
hsa_piR_012933_DQ587527	2
hsa_piR_012937_DQ587531	2
hsa_piR_012940_DQ587535	2
hsa_piR_012977_DQ587588	2
hsa_piR_012985_DQ587600	2
hsa_piR_013007_DQ587626	2
hsa_piR_013040_DQ587667	2
hsa_piR_013044_DQ587672	2
hsa_piR_013048_DQ587676	2
hsa_piR_013067_DQ587712	2
hsa_piR_013080_DQ587734	2
hsa_piR_013086_DQ587744	2
hsa_piR_013133_DQ587808	2
hsa_piR_013136_DQ587811	2
hsa_piR_013156_DQ587835	2
hsa_piR_013163_DQ587844	2
hsa_piR_013172_DQ587855	2
hsa_piR_013179_DQ587866	2
hsa_piR_013192_DQ587884	2
hsa_piR_013198_DQ587890	2
hsa_piR_013224_DQ587923	2
hsa_piR_013251_DQ587959	2
hsa_piR_013252_DQ587960	2
hsa_piR_013254_DQ587963	2
hsa_piR_013291_DQ588017	2
hsa_piR_013303_DQ588032	2
hsa_piR_013318_DQ588057	2
hsa_piR_013323_DQ588067	2
hsa_piR_013330_DQ588074	2
hsa_piR_013340_DQ588089	2
hsa_piR_013359_DQ588112	2
hsa_piR_013376_DQ588135	2
hsa_piR_013394_DQ588160	2
hsa_piR_013442_DQ588229	2
hsa_piR_013454_DQ588244	2
hsa_piR_013474_DQ588283	2
hsa_piR_013522_DQ588406	2
hsa_piR_013524_DQ588413	2
hsa_piR_013525_DQ588444	2
hsa_piR_013528_DQ588455	2
hsa_piR_013539_DQ588472	2
hsa_piR_013625_DQ588595	2
hsa_piR_013644_DQ588625	2
hsa_piR_013649_DQ588632	2
hsa_piR_013702_DQ588715	2
hsa_piR_013716_DQ588733	2
hsa_piR_013721_DQ588738	2
hsa_piR_013740_DQ588770	2
hsa_piR_013760_DQ588799	2
hsa_piR_013801_DQ588856	2
hsa_piR_013812_DQ588868	2
hsa_piR_013839_DQ588902	2
hsa_piR_013886_DQ588966	2
hsa_piR_013890_DQ588970	2
hsa_piR_013899_DQ588981	2
hsa_piR_013900_DQ588984	2
hsa_piR_013935_DQ589037	2
hsa_piR_013970_DQ589095	2
hsa_piR_013978_DQ589104	2
hsa_piR_013980_DQ589109	2
hsa_piR_013999_DQ589131	2
hsa_piR_014000_DQ589133	2
hsa_piR_014009_DQ589145	2
hsa_piR_014027_DQ589169	2
hsa_piR_014052_DQ589203	2
hsa_piR_014056_DQ589209	2
hsa_piR_014070_DQ589228	2
hsa_piR_014106_DQ589274	2
hsa_piR_014149_DQ589332	2
hsa_piR_014154_DQ589341	2
hsa_piR_014167_DQ589359	2
hsa_piR_014171_DQ589367	2
hsa_piR_014178_DQ589374	2
hsa_piR_014186_DQ589383	2
hsa_piR_014289_DQ589525	2
hsa_piR_014327_DQ589592	2
hsa_piR_014330_DQ589596	2
hsa_piR_014340_DQ589613	2
hsa_piR_014378_DQ589675	2
hsa_piR_014380_DQ589678	2
hsa_piR_014400_DQ589719	2
hsa_piR_014415_DQ589740	2
hsa_piR_014417_DQ589743	2
hsa_piR_014425_DQ589752	2
hsa_piR_014426_DQ589753	2
hsa_piR_014448_DQ589782	2
hsa_piR_014451_DQ589789	2
hsa_piR_014457_DQ589799	2
hsa_piR_014509_DQ589872	2
hsa_piR_014513_DQ589877	2
hsa_piR_014515_DQ589879	2
hsa_piR_014523_DQ589889	2
hsa_piR_014598_DQ589990	2
hsa_piR_014607_DQ589999	2
hsa_piR_014610_DQ590002	2
hsa_piR_014620_DQ590013	2
hsa_piR_014638_DQ590032	2
hsa_piR_014648_DQ590048	2
hsa_piR_014673_DQ590085	2
hsa_piR_014694_DQ590115	2
hsa_piR_014713_DQ590139	2
hsa_piR_014729_DQ590159	2
hsa_piR_014747_DQ590182	2
hsa_piR_014750_DQ590185	2
hsa_piR_014753_DQ590188	2
hsa_piR_014810_DQ590265	2
hsa_piR_014853_DQ590318	2
hsa_piR_014857_DQ590322	2
hsa_piR_014869_DQ590337	2
hsa_piR_014944_DQ590433	2
hsa_piR_014960_DQ590456	2
hsa_piR_014973_DQ590481	2
hsa_piR_015013_DQ590533	2
hsa_piR_015030_DQ590552	2
hsa_piR_015040_DQ590564	2
hsa_piR_015054_DQ590582	2
hsa_piR_015079_DQ590613	2
hsa_piR_015097_DQ590640	2
hsa_piR_015098_DQ590641	2
hsa_piR_015129_DQ590678	2
hsa_piR_015131_DQ590682	2
hsa_piR_015132_DQ590683	2
hsa_piR_015134_DQ590686	2
hsa_piR_015164_DQ590724	2
hsa_piR_015170_DQ590731	2
hsa_piR_015193_DQ590760	2
hsa_piR_015197_DQ590764	2
hsa_piR_015225_DQ590799	2
hsa_piR_015242_DQ590822	2
hsa_piR_015268_DQ590854	2
hsa_piR_015271_DQ590858	2
hsa_piR_015273_DQ590861	2
hsa_piR_015276_DQ590868	2
hsa_piR_015309_DQ590916	2
hsa_piR_015316_DQ590927	2
hsa_piR_015335_DQ590952	2
hsa_piR_015337_DQ590954	2
hsa_piR_015358_DQ590979	2
hsa_piR_015373_DQ590998	2
hsa_piR_015387_DQ591018	2
hsa_piR_015401_DQ591041	2
hsa_piR_015413_DQ591055	2
hsa_piR_015422_DQ591072	2
hsa_piR_015424_DQ591076	2
hsa_piR_015452_DQ591111	2
hsa_piR_015462_DQ591122	2
hsa_piR_015485_DQ591158	2
hsa_piR_015488_DQ591165	2
hsa_piR_015499_DQ591183	2
hsa_piR_015513_DQ591199	2
hsa_piR_015560_DQ591261	2
hsa_piR_015584_DQ591293	2
hsa_piR_015596_DQ591305	2
hsa_piR_015624_DQ591353	2
hsa_piR_015634_DQ591371	2
hsa_piR_015648_DQ591387	2
hsa_piR_015665_DQ591410	2
hsa_piR_015668_DQ591413	2
hsa_piR_015674_DQ591420	2
hsa_piR_015676_DQ591422	2
hsa_piR_015697_DQ591451	2
hsa_piR_015730_DQ591492	2
hsa_piR_015733_DQ591496	2
hsa_piR_015734_DQ591497	2
hsa_piR_015756_DQ591531	2
hsa_piR_015768_DQ591547	2
hsa_piR_015790_DQ591583	2
hsa_piR_015793_DQ591588	2
hsa_piR_015795_DQ591590	2
hsa_piR_015811_DQ591610	2
hsa_piR_015825_DQ591627	2
hsa_piR_015847_DQ591660	2
hsa_piR_015851_DQ591664	2
hsa_piR_015862_DQ591681	2
hsa_piR_015886_DQ591710	2
hsa_piR_015890_DQ591714	2
hsa_piR_015906_DQ591733	2
hsa_piR_015908_DQ591735	2
hsa_piR_015910_DQ591737	2
hsa_piR_015915_DQ591743	2
hsa_piR_015920_DQ591752	2
hsa_piR_015922_DQ591755	2
hsa_piR_015925_DQ591759	2
hsa_piR_015953_DQ591791	2
hsa_piR_015968_DQ591808	2
hsa_piR_016020_DQ591871	2
hsa_piR_016092_DQ591959	2
hsa_piR_016096_DQ591965	2
hsa_piR_016113_DQ591983	2
hsa_piR_016131_DQ592008	2
hsa_piR_016133_DQ592011	2
hsa_piR_016159_DQ592043	2
hsa_piR_016183_DQ592077	2
hsa_piR_016186_DQ592082	2
hsa_piR_016238_DQ592145	2
hsa_piR_016253_DQ592163	2
hsa_piR_016274_DQ592186	2
hsa_piR_016278_DQ592190	2
hsa_piR_016299_DQ592218	2
hsa_piR_016318_DQ592239	2
hsa_piR_016326_DQ592248	2
hsa_piR_016352_DQ592287	2
hsa_piR_016353_DQ592288	2
hsa_piR_016357_DQ592293	2
hsa_piR_016394_DQ592339	2
hsa_piR_016400_DQ592348	2
hsa_piR_016465_DQ592426	2
hsa_piR_016466_DQ592429	2
hsa_piR_016469_DQ592432	2
hsa_piR_016470_DQ592433	2
hsa_piR_016493_DQ592460	2
hsa_piR_016521_DQ592757	2
hsa_piR_016531_DQ592769	2
hsa_piR_016568_DQ592811	2
hsa_piR_016623_DQ592886	2
hsa_piR_016649_DQ592919	2
hsa_piR_016659_DQ592932	2
hsa_piR_016680_DQ592956	2
hsa_piR_016687_DQ592967	2
hsa_piR_016709_DQ593000	2
hsa_piR_016715_DQ593006	2
hsa_piR_016722_DQ593019	2
hsa_piR_016726_DQ593026	2
hsa_piR_016751_DQ593058	2
hsa_piR_016784_DQ593093	2
hsa_piR_016795_DQ593113	2
hsa_piR_016801_DQ593120	2
hsa_piR_016804_DQ593124	2
hsa_piR_016809_DQ593131	2
hsa_piR_016812_DQ593137	2
hsa_piR_016833_DQ593168	2
hsa_piR_016843_DQ593180	2
hsa_piR_016887_DQ593241	2
hsa_piR_016905_DQ593279	2
hsa_piR_016911_DQ593297	2
hsa_piR_016934_DQ593340	2
hsa_piR_016952_DQ593373	2
hsa_piR_016971_DQ593409	2
hsa_piR_016983_DQ593430	2
hsa_piR_017001_DQ593491	2
hsa_piR_017003_DQ593494	2
hsa_piR_017032_DQ593537	2
hsa_piR_017039_DQ593547	2
hsa_piR_017040_DQ593548	2
hsa_piR_017053_DQ593563	2
hsa_piR_017065_DQ593580	2
hsa_piR_017069_DQ593590	2
hsa_piR_017071_DQ593592	2
hsa_piR_017074_DQ593595	2
hsa_piR_017081_DQ593605	2
hsa_piR_017106_DQ593641	2
hsa_piR_017127_DQ593673	2
hsa_piR_017175_DQ593738	2
hsa_piR_017221_DQ593810	2
hsa_piR_017260_DQ593864	2
hsa_piR_017280_DQ593889	2
hsa_piR_017291_DQ593902	2
hsa_piR_017296_DQ593910	2
hsa_piR_017297_DQ593912	2
hsa_piR_017298_DQ593913	2
hsa_piR_017310_DQ593927	2
hsa_piR_017313_DQ593930	2
hsa_piR_017318_DQ593939	2
hsa_piR_017329_DQ593958	2
hsa_piR_017370_DQ594013	2
hsa_piR_017400_DQ594054	2
hsa_piR_017401_DQ594056	2
hsa_piR_017414_DQ594071	2
hsa_piR_017428_DQ594092	2
hsa_piR_017456_DQ594123	2
hsa_piR_017466_DQ594136	2
hsa_piR_017467_DQ594138	2
hsa_piR_017476_DQ594148	2
hsa_piR_017482_DQ594156	2
hsa_piR_017504_DQ594187	2
hsa_piR_017511_DQ594199	2
hsa_piR_017558_DQ594255	2
hsa_piR_017586_DQ594283	2
hsa_piR_017622_DQ594333	2
hsa_piR_017633_DQ594349	2
hsa_piR_017650_DQ594370	2
hsa_piR_017656_DQ594379	2
hsa_piR_017657_DQ594381	2
hsa_piR_017688_DQ594414	2
hsa_piR_017711_DQ594448	2
hsa_piR_017712_DQ594449	2
hsa_piR_017720_DQ594460	2
hsa_piR_017750_DQ594503	2
hsa_piR_017777_DQ594537	2
hsa_piR_017799_DQ594567	2
hsa_piR_017800_DQ594568	2
hsa_piR_017815_DQ594586	2
hsa_piR_017820_DQ594605	2
hsa_piR_017827_DQ594612	2
hsa_piR_017828_DQ594613	2
hsa_piR_017856_DQ594646	2
hsa_piR_017865_DQ594656	2
hsa_piR_017866_DQ594657	2
hsa_piR_017873_DQ594664	2
hsa_piR_017895_DQ594688	2
hsa_piR_017920_DQ594720	2
hsa_piR_017930_DQ594731	2
hsa_piR_017968_DQ594776	2
hsa_piR_017975_DQ594783	2
hsa_piR_017996_DQ594807	2
hsa_piR_018053_DQ594878	2
hsa_piR_018055_DQ594880	2
hsa_piR_018068_DQ594897	2
hsa_piR_018073_DQ594903	2
hsa_piR_018076_DQ594907	2
hsa_piR_018128_DQ594969	2
hsa_piR_018132_DQ594974	2
hsa_piR_018178_DQ595038	2
hsa_piR_018180_DQ595040	2
hsa_piR_018181_DQ595041	2
hsa_piR_018196_DQ595061	2
hsa_piR_018198_DQ595064	2
hsa_piR_018215_DQ595083	2
hsa_piR_018218_DQ595089	2
hsa_piR_018247_DQ595129	2
hsa_piR_018251_DQ595134	2
hsa_piR_018276_DQ595168	2
hsa_piR_018280_DQ595173	2
hsa_piR_018296_DQ595191	2
hsa_piR_018316_DQ595214	2
hsa_piR_018317_DQ595217	2
hsa_piR_018319_DQ595220	2
hsa_piR_018334_DQ595238	2
hsa_piR_018364_DQ595273	2
hsa_piR_018376_DQ595288	2
hsa_piR_018377_DQ595289	2
hsa_piR_018387_DQ595299	2
hsa_piR_018393_DQ595305	2
hsa_piR_018397_DQ595310	2
hsa_piR_018417_DQ595338	2
hsa_piR_018426_DQ595349	2
hsa_piR_018436_DQ595363	2
hsa_piR_018471_DQ595406	2
hsa_piR_018479_DQ595414	2
hsa_piR_018514_DQ595458	2
hsa_piR_018550_DQ595510	2
hsa_piR_018551_DQ595511	2
hsa_piR_018584_DQ595559	2
hsa_piR_018587_DQ595563	2
hsa_piR_018592_DQ595569	2
hsa_piR_018616_DQ595603	2
hsa_piR_018649_DQ595645	2
hsa_piR_018650_DQ595647	2
hsa_piR_018652_DQ595649	2
hsa_piR_018653_DQ595650	2
hsa_piR_018684_DQ595689	2
hsa_piR_018695_DQ595703	2
hsa_piR_018717_DQ595729	2
hsa_piR_018722_DQ595734	2
hsa_piR_018725_DQ595737	2
hsa_piR_018733_DQ595747	2
hsa_piR_018738_DQ595752	2
hsa_piR_018749_DQ595765	2
hsa_piR_018751_DQ595767	2
hsa_piR_018776_DQ595803	2
hsa_piR_018789_DQ595819	2
hsa_piR_018797_DQ595830	2
hsa_piR_018831_DQ595875	2
hsa_piR_018851_DQ595902	2
hsa_piR_018859_DQ595911	2
hsa_piR_018864_DQ595918	2
hsa_piR_018873_DQ595930	2
hsa_piR_018927_DQ595999	2
hsa_piR_018947_DQ596022	2
hsa_piR_018965_DQ596045	2
hsa_piR_018966_DQ596046	2
hsa_piR_018969_DQ596049	2
hsa_piR_018973_DQ596053	2
hsa_piR_018979_DQ596059	2
hsa_piR_018992_DQ596072	2
hsa_piR_018994_DQ596075	2
hsa_piR_019000_DQ596086	2
hsa_piR_019017_DQ596104	2
hsa_piR_019029_DQ596124	2
hsa_piR_019037_DQ596141	2
hsa_piR_019039_DQ596144	2
hsa_piR_019081_DQ596201	2
hsa_piR_019084_DQ596204	2
hsa_piR_019090_DQ596210	2
hsa_piR_019099_DQ596221	2
hsa_piR_019109_DQ596236	2
hsa_piR_019113_DQ596242	2
hsa_piR_019123_DQ596253	2
hsa_piR_019137_DQ596267	2
hsa_piR_019143_DQ596274	2
hsa_piR_019153_DQ596288	2
hsa_piR_019184_DQ596333	2
hsa_piR_019186_DQ596335	2
hsa_piR_019192_DQ596343	2
hsa_piR_019207_DQ596364	2
hsa_piR_019212_DQ596369	2
hsa_piR_019219_DQ596382	2
hsa_piR_019237_DQ596410	2
hsa_piR_019243_DQ596417	2
hsa_piR_019266_DQ596451	2
