smallRNA	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn_fc	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn_fc	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn_fc	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn_fc	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn_fc	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn_fc	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn_fc	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn_fc	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn_fc	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn_fc	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn_fc	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn_fc	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn_fc	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn_fc	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn_fc	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn_fc	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn_fc	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn_fc	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn_salmon	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn_salmon	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn_salmon	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn_salmon	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn_salmon	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn_salmon	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn_salmon	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn_salmon	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn_salmon	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn_salmon	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn_salmon	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn_salmon	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn_salmon	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn_salmon	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn_salmon	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn_salmon	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn_salmon	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn_salmon
hsa_piR_021214_DQ599147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.56713420032739	3.6462432448537663	6.050323476927303	4.265748479328116	4.234261538972203	5.4123227154825315	64.3178729654485	4.197666176796981	4.01326154706061	3.1016389559553774	6.920998612027911	3.5131255812181945	7.51666519839859	2.0938970047885443	1.954903043626408	2.487575877842909	7.326003619828058	3.469686600316727
hsa_piR_017184_DQ593752	28.411608491921935	22.75689426254416	34.99704574092047	7.486757903430712	3.139754757158898	15.234581965146612	123.54398622228736	13.54182862480786	5.036215379182732	10.027166179392786	30.40979151151897	15.774299062250565	10.940143528322997	5.498276872658884	14.018312078671238	222.1444324720304	2.8041139613442363	1.347042342025135	30.880341237213074	21.87821451916392	29.58161378253573	8.73658555658049	3.1757186381172207	6.896859001495881	39.43033871853598	11.502396084792917	5.48748086727535	5.543107176454324	23.88448491499509	18.46332940096314	10.170303423483007	3.0061264393019966	12.523803772766946	212.27568069436688	3.5739914393069885	1.4195021837301198
URS0000441811_GR_chr21_8210896_8210927_32_+	6.275626256265253	16.92380181023574	6.171625143901134	8.729442691272206	8.812569769740772	9.47971862781248	19.7420288914724	16.82226751820519	10.995382976736613	12.838230353132904	14.413275786253276	11.069952168897991	5.027493230515704	4.8150416104966665	10.981974586167292	131.9164323893472	14.423202634610428	13.512213772123896	8.081840708872239	15.66205757382631	6.28812082302046	6.112730737850252	25.93997305479634	5.0193851695608975	55.47591347820766	17.819143641781455	15.918260587386746	11.789136457859197	0	12.630291148815276	4.076673335783723	3.717019318111854	9.159390172576872	170.44575989510426	13.413040222228895	20.07161962397389
hsa_piR_001159_DQ571511	5.315647434820958	0.8285642687938096	8.549506607941758	1.969906154717348	3.932443193733571	0.6665129609751643	6.127181502927207	0.7600005860861554	3.1968451174377575	1.3830574040541774	22.565996081960503	3.3209856506693978	1.989117005149636	6.570249439154778	8.844543290872988	4.490444596019405	3.265799603990575	1.863849693515647	10.605357684502463	1.823180630539356	15.740669040649934	3.6402398215250966	6.3514242210736285	1.6421078808060456	9.759983291194144	1.5336516940969491	6.651488859929545	2.282450364962888	52.318383260950306	8.551429923045474	3.537490400679993	11.562017644205785	24.46510363093179	11.719097921025236	8.220169817183997	5.362560681977482
hsa_piR_017936_DQ594740	14.919200272093102	22.2055224036741	12.656465856990415	27.44215801670602	35.52041312718127	24.314392816373992	19.957105466677188	27.636384948587462	37.24153039721307	18.31168002967731	23.632752260380457	20.316347901674614	3.8787781600417897	11.986066883621673	33.461855450469464	142.2629869537627	17.322158995413023	25.820865410318408	5.614607226416608	23.701398956678272	9.227292402174946	22.32683003306459	17.995738465806447	15.764248821984516	3.51359448932543	24.79405452758168	42.569548985131334	17.28145263046456	18.76638063662498	12.341277563843573	1.7687488439192809	5.087290937979389	9.320039840249947	141.96102628161017	15.90426029057424	25.55102830795778
URS000049DAFB_GR_chr21_8210893_8210923_31_+	3.561333196416874	18.31578978180934	3.828900529463262	4.926158531174357	5.4248230994635405	5.431128470574767	13.974975607492748	12.289900386636846	13.230070825819311	14.60854383032225	19.669825461815844	9.164481148954208	3.321825398599892	2.4973426823860385	9.558465576116657	134.62210345069474	12.211406300072154	13.18624902751802	3.6728770642514905	22.05949124765666	4.865189863427778	3.023624399364262	4.052924388214402	5.335771207412824	10.527984416176366	15.565398384985969	23.40134864498613	20.46387580706443	54.5336868697788	11.822870035753832	1.0776007185577845	3.1341848165768207	13.0871821390072	316.46900137075653	16.86445145557832	19.941406390820713
hsa_piR_017104_DQ593636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.535695457786815	9.112882952531482	14.651115731597043	6.06065022586672	10.229312265958727	5.900301265603397	17.94604981108879	7.916949143246693	11.63373468866848	6.188136339345771	2.8376717553334325	15.24083308722531	5.746262169484296	9.936011800514478	11.782988411768306	5.324795053342893	8.572899477290585	3.308630432045516
hsa_piR_009265_DQ582536	20.581193007199843	8.059670614630694	27.236970210422303	9.520748699673518	12.545733747575682	4.66559072682615	13.714883004919512	3.385457156201965	18.05229197383989	6.448505146402602	6.757731447004216	18.367240140816087	15.375874449806686	17.32531485905314	2.143212042543242	1.6051557508310632	4.226749953219582	1.5155967612444123	5.24409741663407	5.1104629338143415	22.57264087840911	5.719302413656075	1.9638269171921252	5.159851994146602	19.751889067003795	6.035153968667241	11.95953114458463	13.202362086436956	29.325278121093344	15.40325970266359	6.93847896158424	6.4887321984045885	3.2716255340984692	2.9931305661090586	2.603498351736429	3.1911029248710765
hsa_piR_001101_DQ571419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.54108427907074	8.81200375950968	13.569457338374075	6.795088539136183	8.11563966351496	4.926294131865689	13.663893365908024	5.623364221623304	6.817710913263409	9.12979754190109	14.785580770129451	13.21576386027326	7.074944365567144	6.4746796173818515	7.426882173582389	2.9297580801752083	13.402407359581536	11.040542530002822
hsa_piR_008488_DQ581533	8.007352757694177	6.5411382820049475	12.656465856990415	10.663127092083862	6.027089174179493	17.131287419807364	38.20360189335347	9.573243746190698	31.726686699476815	7.05705040418644	39.315516168463816	17.46847638934401	26.32596356315543	6.328761113735373	14.866636737452684	22.748734877231	12.336669846526588	4.126100741549586	3.119226402667196	1.8231844375143544	4.342255400122535	4.368292778290245	1.411430667004701	6.240015395164964	22.643164767039178	5.623394386260162	18.291603192727088	2.2824555888968425	21.04109422170018	19.337908234837364	7.517180157604087	2.081164498677393	4.2231429338977176	20.24209787224234	4.110089348032108	1.892668763552428
URS000039A29A_GR_chr22_39313879_39313908_30_-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	4.1572892778607935	6.183088404472752	38.455891292783065	11.223917274529388	24.373640454340222	9.467301548835392	0	0	10.34542963272382	4.674176801199357	0	0	0	9.565809775132932
hsa_piR_001168_DQ571524	3.922736988019433	3.4829828899114323	13.9317006743993	3.4299214659930057	5.504534785823005	2.087137729225086	12.699521498720143	13.516955878354128	7.497965809422231	3.409236500993547	15.006990763382934	11.255216928571112	2.312348518486452	3.015659088164273	55.158445062540736	77.54641432833763	9.861820064434005	4.087096413135208	2.183458780251383	1.2154567146734585	6.8008768026006425	1.8515736576869544	1.7232817109952052	1.294834509732962	4.168433060997144	8.428161533374329	6.645649756184392	2.9249955472593214	11.925938332110965	8.315108435372503	1.3265616329394605	1.5890940095402752	28.16037459202734	45.7664174735717	4.882710939732349	4.093251138751237
URS0000036192_GR_chr21_8216553_8216581_29_+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.366916814541902	6.66869206338226	7.860252639146688	6.309756512667026	24.681846240085612	3.941061637985504	4.684792652433906	6.390220791913023	14.04584227892819	5.543107176454324	4.54942545275162	10.397769989588667	2.6531220513524927	3.9310883799266	3.349388961443205	80.31361921574485	5.993726028669691	4.416227522332864
hsa_piR_019420_DQ596670	11.105637346120274	3.3323348410398306	15.926052870046272	5.6812427856699745	11.071067549925594	6.665129609751642	12.034284649830903	12.989100925836109	7.873680871768008	3.9175100969834578	3.1375181718233858	8.497681125502607	7.956468020598543	10.569531706466382	5.509052128236573	26.942667576116424	5.647596465859865	46.00421235303007	9.045756418542696	3.646368875028709	13.298156678247102	4.853658919903612	9.880013218459483	5.911593591999504	7.02718897865086	11.758005631483048	7.815503190578192	3.260651587557482	3.980746627133123	10.494944942841895	6.632806950170875	8.787138700477803	6.69877792288641	26.10165262101887	5.718385495720252	52.83700318619389
URS00002FF4FF_GR_chr21_8218734_8218764_31_+	4.216377568696511	10.072328547555292	2.7805871958539545	6.221782805493405	17.505572009942348	4.4370719973489505	7.492667666436699	8.462261071257483	22.77323340940203	4.761175113456505	5.21793406729397	8.469355521750932	1.5664296415553385	4.390964551223565	4.095659425871576	35.88079062914552	6.855494949527613	7.937380832325975	3.4311491921260884	5.469553312543063	2.9853004260415226	5.58170771628532	13.408589644208998	4.269483441150963	1.9519966582388288	4.856567980607301	27.104829848108885	2.9345866899984316	5.6867813865898285	6.122050773470778	0.44218721097982017	2.081164498677393	2.4756349889886917	30.363146165223075	5.3609863517895535	6.466618479159395
hsa_piR_020008_DQ597482	1.803254335183597	1.9282950255565023	4.2060376433836835	0.27862887619764465	2.4356348609836305	0.3427780942157988	3.201139723978296	2.2109107958869973	2.469918148986147	0.6915287020270887	5.4544546679391175	2.6312189214731947	0.8951026523173361	1.1043673418570334	10.97041309166942	42.30711578433773	4.536329860885538	0.9054576239052096	2.807303613208304	3.3425050136082604	6.513383100183802	0.48536614161336766	3.52857594222504	0.6568436063309175	4.684792652433906	3.322914052092807	4.157182914203886	1.3042608962196904	11.942241598798155	5.6361738799070515	1.7687488439192809	0.9249619406246036	20.096335668107866	75.64152166458216	7.862780359304445	2.050390956826531
hsa_piR_005018_DQ576917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6238455789177849	1.8231844375143544	2.171127700061267	1.6987802475317548	0.7057150917401132	1.6421090158272935	0.7807984951303522	1.7892612407870847	4.958366076502208	4.238846280234633	6.824139037826823	3.012438441933168	7.517180157604087	3.4686071450702274	3.2037639325169995	16.246946790232805	33.059416777734995	25.077861728135467
hsa_piR_014923_DQ590404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.052108797581202	6.157606938855843	3.8920429463316046	5.357018719896682	12.149385536968868	2.62737442532367	3.1231948213473055	4.792799938289663	15.784903751565912	2.6085204864558924	1.1373559338382082	5.829478219655106	0.8843744219596403	4.105031926222393	4.543650199160751	56.64182576362317	10.37494893476943	5.3106176448341245
hsa_piR_004987_DQ576872	18.672529232798833	42.422490562243055	111.18833098455544	66.38054346532687	39.04544103507759	78.22957839102786	225.87541999239977	72.92136532534289	50.59575054798143	73.88638416808429	121.96257176532536	118.72791646043449	35.008459290633596	21.05954896431906	84.6330300980562	225.3461907458906	41.66086607150935	82.27545175494369	1.8129489704688453	13.004573296448871	17.518113900315598	15.108266880527706	3.2567355814586514	16.759745313010143	9.476989041611665	19.872475051292938	3.1338494246783695	9.344510369285198	2.588504669686691	8.52725637704519	2.604466908118104	2.164180015251588	8.744691148676853	1.9000529410963147	10.749799114184524	32.00629318457937
hsa_piR_010894_DQ584698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.4160281922488	0.6032608721762563	6.781123358753825	7.278118209409425	11.634343970066585	0	14.441664887810177	0	4.653906026192279	1.6296453763812633	1.133098502244661	9.034837024123934	0.8822295682876916	2.7721499070971323	4.075031526701013	5.58798612740453	7.324977705577336	0
hsa_piR_000805_DQ571003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.830073695434677	1.918824532412622	3.9648844974589914	3.093240095472365	10.741938144585912	2.62737442532367	8.540268633018835	0.7986914342625476	7.6222314823542	1.3042608962196904	4.764486715882725	2.6303864338439844	4.146373792963482	1.9373736855324213	6.116275907732947	2.225552746811797	2.4178950468155724	0.8205330436888633
URS00004CEA14_GR_chr12_124927842_124927869_28_-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3377124467033665	10.316928894143452	4.604039901677962	6.994642162931341	4.936716708704569	7.085754912690207	14.703854582230028	2.8116960759213088	4.422418022282849	1.3042608962196904	9.47375734335716	8.567248507817608	0.884371992906784	67.91186333609247	3.664019332612331	1.0200670365153164	4.835761842648631	1.5233821473588476
hsa_piR_020809_DQ598639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.163130227580206	3.6459894465205474	7.055760845312754	3.397224336081525	0.3509913831603419	4.5462765328097605	7.416124768742788	3.0426119571125345	1.1376102457647674	1.9562091596328983	2.273255513504844	1.539620983849806	5.302157221274574	3.6994393064536264	2.6204603500372197	3.460390100295022	11.251815844775614	8.672825103968426
URS00006034AB_GR_chr21_8216295_8216322_28_+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9.700473046623184	6.265414378245281	8.100203320617657	9.53203080810457	7.407276921689221	3.373229536604127	19.1768070239879	10.719778685671407	2.2211004846098867	0.7816689058122007	8.276425656257864	2.5956324428804183	4.104784312972445	5.260697759320003	66.25042490287122	2.893607691173287	2.7698634944813616
hsa_piR_017061_DQ593574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.917284949726543	4.861820513735502	6.513379869329395	2.6695092024517373	2.1171389894021697	1.6421067457847978	6.246388801868714	3.0673033881938987	3.82460027708601	3.9127800766920946	5.1181008435725435	7.67685108917125	0	2.312398237959747	5.242520035829795	0.5326823518275865	3.395290252999781	4.57394849347537
URS00005E324D_GR_chr6_28881435_28881462_28_+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.807291677834475	1.215455445681792	2.171127700061267	1.9414637343767824	3.881433729857335	0.32842180316545877	25.75317796080355	0.7668264056528609	3.658318465518749	0.652129795118101	1.7060347594567058	7.385082653839152	3.979683684291953	3.2373659985539005	0.5825020151534616	5.5931891335262005	1.6082800042695655	0.3154431644166084
URS00000BDE9E_GR_chr14_102317132_102317162_31_+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.10975754825894	0.9115522455196952	3.4482056144573483	2.529115399102286	1.0584684380858935	1.4842570707863472	5.170103906808263	1.4252288171418668	5.796709805695951	0.811002686486942	7.86434687446769	8.825288640088628	6.632646632682371	8.080558419104555	0.6662695996510235	2.8389826665736084	3.037690123507768	0.473103028979255
hsa_piR_019224_DQ596390	4.7998941072214745	17.927117815720607	0.7990193091534353	12.131501269645447	0.5535533774962796	13.806339905914117	2.3758458888901415	7.461823936118616	6.378988341131549	22.12891846486684	4.102908378538274	10.831098429154132	2.381967613666689	6.184457114399388	90.36464099537682	41.81673072369308	1.644531417023199	18.949138550742408	1.1035819622990373	13.187462913349211	2.713909301991144	16.836733960136733	0.6193223232900914	10.991023655620804	2.206491954877768	8.05455239613111	7.5553973308658415	14.13500929897124	6.653317967454811	23.357361484862277	4.4185309475946175	19.655392165347752	9.203713806604458	10.481296976416097	0	10.60506404437436
URS0000336885_GR_chr20_29298646_29298674_29_-	5.413527628379985	17.716210547300363	10.879446913433176	16.39452307546941	10.672509118128271	15.870625762191484	7.202564378951166	16.990849466391573	25.532288802019497	10.784390108112447	12.178397457708313	8.098826002404692	4.1224449931726195	6.178567155242817	24.312377742215073	836.3659763091355	20.383957966606378	16.101822576492797	0.847970266566718	2.43091216035525	4.0708642760721565	3.591587465496448	4.867416046907147	3.8233270189542528	0.7360959863310564	4.081882011239794	7.278627978313393	1.956390691337792	2.079776800932881	4.619700043145415	1.3265616329394605	2.9925108850836555	2.689043742102104	32.01346638900708	6.66534793636939	3.6035808938406055
hsa_piR_002158_DQ572892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7179293706527248	1.6420929818048624	4.430081653991424	5.811019730752923	3.0619250212161506	2.8681714531241713	6.025161622659529	2.5135063512842906	1.8004259349146632	9.7807623997475	1.1373559338382082	7.911760051254026	1.913504605300101	1.749911937236216	5.38814696420464	1.598059918291466	4.556787426176956	9.621066011036245
hsa_piR_019911_DQ597340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.302685182918579	2.43091216035525	5.699209728032666	2.4268290439134623	1.76428797111252	0	3.9039941573035546	2.0448707874772194	7.316641458176392	1.3042608962196904	0	9.037314262150716	2.6531220513524927	4.624809703123017	1.7475079449090252	3.728807333534001	1.7869957196534942	0.4731678019539056
URS0000372535_GR_chr16_47505331_47505357_27_+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.939248424930201	3.950232736449157	2.9853004260415226	1.6987802475317548	5.096633241713162	2.62737442532367	1.1711981631084765	1.8929415665028395	2.826884055704641	4.055503176242874	2.274713585075203	3.83522077078799	2.210936054899101	2.5436452044456246	1.225509067303484	16.139434289942656	5.284396323852086	2.436232567635515
URS000009C1FC_GR_chr6_26575631_26575660_30_+	1.2197377966586336	4.067497319533247	5.992644818650765	2.6163251474958833	19.75521293608723	4.467541161279244	1.9306873960244095	3.230693400489874	4.869593916751127	2.6623855028042915	2.5872457539958997	2.4015518640271787	2.2377566307933403	3.813748553879622	2.196683954595905	11.364388672846568	7.268864652827241	7.693603779736111	1.2527353452001722	2.7449990186377264	1.1037742378124804	0.9707314511500472	1.7658652279486622	3.284216896633339	2.7327959941950777	2.302256696115655	2.1905340205275796	1.304259590236202	6.282079893410418	4.958429636107585	2.6531220513524927	1.6186827347328798	1.462856571633938	7.459878521400298	3.9610355499460823	7.098437294401261
