smallRNA	logFC_Tumour_Normal_FC	P.Value_Tumour_Normal_FC	adj.P.Val_Tumour_Normal_FC	logFC_Tumour_Normal_salmon	P.Value_Tumour_Normal_salmon	adj.P.Val_Tumour_Normal_salmon	gene_type
URS000080E36F_GR_chrM_1601_1670_70_+	1.22104727145822	0.002502724655412435	0.009695743011882545	NA	NA	NA	tRNA
URS000000A699_GR_chrM_1602_1670_69_+	1.221045999576611	0.0025027252516331617	0.009695743011882545	NA	NA	NA	tRNA
hsa_piR_001159_DQ571511	1.4484518748279356	0.0025177330810017247	0.00972013218417691	1.4490089087228895	0.00648559945183358	0.022702595242638037	piRNA
URS0000222FD2_GR_chr17_8186358_8186429_72_+	1.1834182530857063	0.0025283483090633926	0.00972013218417691	NA	NA	NA	tRNA
URS0000A32854_GR_chrM_1603_1670_68_+	1.219620028774366	0.0025336644163354563	0.00972013218417691	NA	NA	NA	tRNA
URS0000DDCC12_GR_chrM_1609_1670_62_+	1.2194288270380236	0.002538020691448041	0.00972013218417691	NA	NA	NA	tRNA
URS0000DDF06A_GR_chrM_1612_1670_59_+	1.2192926389242054	0.0025399963005178668	0.00972013218417691	NA	NA	NA	tRNA
URS000065DC2A_GR_chr2_203364408_203364478_71_-	1.366054611951859	0.002583206054384679	0.009861436251410125	NA	NA	NA	tRNA
URS0000707F35_GR_chr17_48632480_48632571_92_-	2.182212473096083	0.0026740067843625133	0.010183292826856271	NA	NA	NA	precursor_RNA
URS00002BF426_GR_chrM_5825_5891_67_-	1.1543014744910893	0.002722163364142958	0.01030034203267377	2.0198567179934672	0.009966107597087766	0.030754517602009673	tRNA
URS0000013E6C_GR_chrM_5826_5894_69_-	1.1544098056350975	0.002726532588397936	0.01030034203267377	NA	NA	NA	tRNA
URS0000093479_GR_chrM_5826_5891_66_-	1.1543173457398526	0.002727383949506077	0.01030034203267377	NA	NA	NA	tRNA
URS000014C145_GR_chr17_48632490_48632559_70_-	2.1775877558664636	0.002736749227210922	0.01030034203267377	NA	NA	NA	precursor_RNA
URS0000EFE71C_GR_chr17_48632493_48632553_61_-	2.1767504488171303	0.0027375670029477135	0.01030034203267377	2.8477182895502544	4.673757570594283e-4	0.003886142868883024	precursor_RNA
URS000075BBD9_GR_chr3_49020618_49020709_92_-	1.1653169727958277	0.002818429638534748	0.010512871207455324	NA	NA	NA	precursor_RNA
URS000060A34C_GR_chr21_16539883_16539904_22_+	-1.3977381092999477	0.002821844214785771	0.010512871207455324	-1.4939797844970544	0.0032156371108770293	0.014155108458664571	miRNA
URS0000663EAF_GR_chr3_49020618_49020708_91_-	1.1650379790085807	0.002827290302030311	0.010512871207455324	NA	NA	NA	precursor_RNA
URS0000EFC951_GR_chr3_49020630_49020694_65_-	1.1650379790085807	0.002827290302030311	0.010512871207455324	1.0992132936843984	0.00549210778296592	0.020379804913650396	precursor_RNA
URS00000DA6A7_GR_chr12_53991762_53991783_22_+	2.175105996369746	0.0028275536325979267	0.010512871207455324	NA	NA	NA	miRNA
URS000041798D_GR_chr21_8218915_8218940_26_+	1.6303737184028328	0.0028578571861891007	0.010600420626786523	1.4446170541618093	0.009239639746041054	0.029215480605439673	misc_RNA
URS00000B7E30_GR_chrX_66018937_66018958_22_+	-1.1436969358579194	0.0029658749803287746	0.010975136424848696	NA	NA	NA	miRNA
URS0000EFBAC2_GR_chr12_95308444_95308500_57_+	1.0747671493957909	0.0030863141227175104	0.011383623957858899	NA	NA	NA	precursor_RNA
URS00003DDE27_GR_chr12_95308480_95308500_21_+	1.0810211413695598	0.0030907736176213453	0.011383623957858899	1.1587995828628976	0.00323476986904147	0.014169869962923123	miRNA
URS00001A72CE_GR_chr17_19508181_19508252_72_+	1.2325745099503882	0.0031450568499759544	0.011543442426614793	1.3656641770247875	0.007968933776451727	0.026212829784811906	tRNA
URS00004D9E92_GR_chr14_58239895_58239967_73_-	1.1250143055995094	0.0031525336405585033	0.011543442426614793	1.0915456548000138	0.06883693263171964	0.1361576332671459	tRNA
URS00001ACC43_GR_chrM_5827_5892_66_-	1.1324738611910758	0.0031638507344557954	0.011543442426614793	NA	NA	NA	tRNA
URS00002E6CEB_GR_chrM_5827_5891_65_-	1.1323873108772542	0.0031647863821160243	0.011543442426614793	NA	NA	NA	tRNA
URS00001832E2_GR_chr12_57824614_57824687_74_-	-0.8290074911121543	0.0031776772653224587	0.011543442426614793	NA	NA	NA	precursor_RNA
URS0000EFD841_GR_chr12_57824619_57824679_61_-	-0.8286602469472726	0.0031875739659295516	0.011543442426614793	-0.8884078155291366	0.0019053900389877337	0.009453261077408757	precursor_RNA
URS000075C1BF_GR_chr12_57824609_57824692_84_-	-0.8286330875295675	0.0031924982899766826	0.011543442426614793	NA	NA	NA	precursor_RNA
URS00005651EE_GR_chr16_15643294_15643372_79_+	0.9886942455577206	0.0032000555093542153	0.011543442426614793	NA	NA	NA	precursor_RNA
URS00000F8038_GR_chr10_103394300_103394322_23_-	0.9815199499917702	0.0032035599429923365	0.011543442426614793	0.9970884125884591	0.005618889667256758	0.020594950698761504	miRNA
URS000066D160_GR_chr16_15643297_15643363_67_+	0.9880080208826714	0.0032123237493031304	0.011543442426614793	0.8200184664164087	0.010581387457227427	0.03199355534205464	precursor_RNA
URS00019EB608_GR_chrM_5829_5891_63_-	1.1272096988628304	0.003219947032232135	0.011543442426614793	NA	NA	NA	tRNA
URS000023C301_GR_chr3_37969404_37969480_77_+	-0.8270644768432458	0.0032371667735567296	0.011543442426614793	NA	NA	NA	precursor_RNA
URS000068669B_GR_chr3_37969405_37969478_74_+	-0.8270644768432458	0.0032371667735567296	0.011543442426614793	NA	NA	NA	precursor_RNA
URS0000EFEBDE_GR_chr3_37969412_37969473_62_+	-0.8270644768432458	0.0032371667735567296	0.011543442426614793	-1.4943911491744735	0.022358890679301226	0.0553120766667011	precursor_RNA
URS000014E598_GR_chr19_45478601_45478687_87_-	1.397034176958719	0.0033040629033581678	0.01174347051364083	1.279709634868361	0.010846389133317185	0.03246685813906277	tRNA
URS0000637E4A_GR_chr14_20625370_20625451_82_+	1.609283686184812	0.0033082306991900874	0.01174347051364083	1.7395014063043162	0.009309339517476613	0.029332585567347365	tRNA
URS00005372AE_GR_chr17_38867645_38867673_29_+	2.5344912291278643	0.0033232146112224465	0.011757300266742696	NA	NA	NA	piRNA
URS00005C2E31_GR_chr3_49020672_49020694_23_-	1.129238100987168	0.0033271136510094053	0.011757300266742696	NA	NA	NA	miRNA
URS000000EE2E_GR_chr1_633464_633533_70_+	1.1153599174073539	0.0033716063633368507	0.01188183795169452	2.118229333114635	0.01648570559944353	0.04408748132096221	tRNA
URS000061CC6B_GR_chr1_633456_633533_78_+	1.1144118521093422	0.003382731250728994	0.01188183795169452	NA	NA	NA	tRNA
URS0000D523DA_GR_chrX_151959676_151959699_24_-	-1.5516977248206136	0.00338507429216536	0.01188183795169452	NA	NA	NA	miRNA
URS00000D9842_GR_chr12_53991762_53991782_21_+	2.2353082551589107	0.0035234871089165876	0.01234006980779046	NA	NA	NA	miRNA
URS00000CC06A_GR_chr15_89335073_89335145_73_+	2.2691772930595593	0.0035404105131329904	0.012371724042551586	2.024504466170515	0.017379963118975474	0.045768935134428076	tRNA
URS0000642F53_GR_chr12_95308420_95308513_94_+	1.041516534891365	0.003592050682768684	0.012524283380586811	0.6197497498765463	0.08706655888935048	0.15972625466264018	precursor_RNA
URS0000762794_GR_chr1_630996_631059_64_-	1.0347895777416598	0.00361463731744269	0.012575090800593306	NA	NA	NA	tRNA
URS000059900F_GR_chr17_68019897_68019969_73_-	1.300190627312933	0.0036321744379336635	0.012587570765765154	1.0389552552464814	0.021009443594268037	0.05275632022950471	tRNA
URS00004DC6A5_GR_chr1_40754413_40754434_22_+	-1.007157652908207	0.0036342699534044707	0.012587570765765154	-0.8573170447648728	0.010320982757142511	0.03163222701677124	miRNA
URS00005E4552_GR_chr17_38867645_38867672_28_+	1.812310498812319	0.003659776539338042	0.01264799425158896	NA	NA	NA	piRNA
URS000029979D_GR_chr3_52268280_52268300_21_-	1.5475344093376975	0.003682416335458435	0.012698266440295132	1.5420055829274872	0.009075464093128328	0.02889988211216042	miRNA
URS000019B0F7_GR_chr12_57824658_57824679_22_-	-0.8251892217327068	0.0037227928155643187	0.012792294674641286	NA	NA	NA	miRNA
URS000062539F_GR_chr5_86620506_86620568_63_+	1.0569758839148693	0.003725990227094371	0.012792294674641286	0.5223768256915307	0.16011617921892202	0.25584400167009247	snoRNA
URS00001BF5DD_GR_chr4_20528299_20528320_22_+	-1.170557148311219	0.003805805810735333	0.013037793268654448	NA	NA	NA	miRNA
URS000075C2C2_GR_chr5_86620497_86620575_79_+	1.052827601397047	0.0038156975200115194	0.013043201326575323	NA	NA	NA	precursor_RNA
URS00002C37BE_GR_chr5_181241818_181241889_72_-	1.130413971180749	0.0038265058413060908	0.013051712315237515	1.3623060431279757	0.00473410517231352	0.01848359323798931	snoRNA
URS0000644222_GR_chr1_121016845_121016915_71_-	1.3140163974423174	0.0038458003726582076	0.013089068947290082	NA	NA	NA	tRNA
URS0000EFD5A8_GR_chrX_151959638_151959699_62_-	-1.498243604101329	0.004069326019383199	0.01381902625991022	-1.7453529134963848	0.004153452092886083	0.01680090080816082	precursor_RNA
URS00006DFE33_GR_chr14_100966029_100966100_72_+	-2.158746023584053	0.0040856665852570485	0.01381902625991022	-2.0750701699646443	0.003026250364446348	0.013637019225421593	snoRNA
URS00006BFE9D_GR_chrX_151959628_151959712_85_-	-1.4949084494016873	0.004086697377054392	0.01381902625991022	NA	NA	NA	precursor_RNA
URS000075F03E_GR_chr14_100966029_100966099_71_+	-2.1581239863533943	0.00409919725348063	0.013831484926260448	NA	NA	NA	snoRNA
URS0000DD854E_GR_chr7_145997365_145997390_26_+	1.1172681929147528	0.004163638420417564	0.01400665167104192	1.7972122427883956	1.4296791055422433e-4	0.0021452943014707	tRNA
URS00004DCDD7_GR_chr11_66348120_66348151_32_+	1.1685406115185457	0.004168965156390425	0.01400665167104192	NA	NA	NA	piRNA
URS00000173B3_GR_chr11_66348120_66348150_31_+	1.1679820222518993	0.004180209995270705	0.014014421971324223	NA	NA	NA	piRNA
URS00007E4955_GR_chr12_53991762_53991784_23_+	2.026682800945835	0.004389949059021377	0.014646370648761974	2.047824079031326	0.0074153389618222135	0.024956035843117567	miRNA
URS0000EFEB8F_GR_chr12_53991761_53991820_60_+	2.024573799253935	0.004393307126606289	0.014646370648761974	1.493472678662041	0.05232467326044513	0.10927338741367379	precursor_RNA
URS0000625942_GR_chr12_53991744_53991834_91_+	2.0247909266436634	0.004396711647907514	0.014646370648761974	NA	NA	NA	precursor_RNA
hsa_piR_020496_DQ598175	1.6935809794441734	0.00450952643402425	0.014990353760559426	NA	NA	NA	piRNA
URS000027315D_GR_chr22_39313819_39313911_93_-	1.0546320552034518	0.004588969656000786	0.015222184757431782	1.0896987923844748	0.009399523571549702	0.02951318939598473	snoRNA
URS000030D775_GR_chr1_145157154_145157238_85_+	1.2869491865344778	0.004653142624965901	0.015402491094032697	NA	NA	NA	tRNA
URS00001A86BB_GR_chr1_145157157_145157229_73_+	1.2854394054262641	0.004691439956626109	0.0154965669304134	NA	NA	NA	tRNA
URS0000021028_GR_chr5_94569467_94569535_69_-	1.1677131295876566	0.0047637399408587975	0.015702327662200533	NA	NA	NA	tRNA
URS00006D7506_GR_chr19_49489965_49490048_84_+	1.5353856731207998	0.004781466903704624	0.01572771818011018	NA	NA	NA	snoRNA
URS000050B350_GR_chr19_49489966_49490047_82_+	1.5341732061609725	0.004801958867399662	0.015762078374372532	1.4668636367592347	0.010495208301828157	0.031948125610310796	snoRNA
URS000047A6CE_GR_chr1_145157152_145157238_87_+	1.2795858429757871	0.004833511096130536	0.015809838131852876	NA	NA	NA	tRNA
URS00006F0FC0_GR_chr19_45478602_45478687_86_-	1.3735822455319644	0.004836661761178701	0.015809838131852876	NA	NA	NA	tRNA
hsa_piR_020391_DQ598016	3.678787488836288	0.004867613508937258	0.015866897124419677	NA	NA	NA	piRNA
URS000020D84A_GR_chr4_20528299_20528319_21_+	-1.2343188677192973	0.004874343157406172	0.015866897124419677	NA	NA	NA	miRNA
URS00004B251C_GR_chr11_66348120_66348149_30_+	1.1374056041813414	0.00497234042761104	0.016152385364227168	NA	NA	NA	piRNA
URS0000679FAF_GR_chr18_46089305_46089377_73_-	1.1140906814332021	0.005003840030160335	0.016221126048185052	NA	NA	NA	tRNA
URS00005E8BA6_GR_chrM_5825_5890_66_-	1.047803376218198	0.005052751510272859	0.016345911586841476	NA	NA	NA	tRNA
URS0000DF35C3_GR_chrM_5826_5890_65_-	1.047199643061112	0.005097735064947978	0.016457502709677732	NA	NA	NA	tRNA
URS00003EA950_GR_chrM_5826_5889_64_-	1.045905031491988	0.005166191852300032	0.016644260813672998	NA	NA	NA	tRNA
URS000059D2BF_GR_chr1_144567515_144567588_74_-	1.1660715430967363	0.005263731769350924	0.016923760545310657	NA	NA	NA	tRNA
URS0000EFC449_GR_chr17_2049928_2049986_59_-	-1.0315095780110974	0.005354612024334748	0.0171569249633429	-1.3833277230961916	0.011033230068991763	0.032486815470018776	precursor_RNA
URS00006645D8_GR_chr17_2049918_2050001_84_-	-1.0309227567932937	0.005366566040652737	0.0171569249633429	-1.299049704164664	0.004148040793460478	0.01680090080816082	precursor_RNA
URS00006D4FDA_GR_chr8_56073835_56073901_67_-	1.2508023156413481	0.005369056824092647	0.0171569249633429	1.307969760338835	0.005674456156852429	0.02071407166200602	snoRNA
URS00004CF38D_GR_chrM_14674_14747_74_-	1.158584533607669	0.005381776936473409	0.017162617913265808	NA	NA	NA	tRNA
URS0000324096_GR_chr22_46113691_46113712_22_+	-1.2173193468321593	0.005423051784259876	0.017259164806295628	-1.507825967256549	0.007459917654235524	0.024956035843117567	miRNA
URS00003034E3_GR_chr13_27255066_27255135_70_+	0.9483260272403689	0.005489387373209474	0.017434916576043857	0.915467975936564	0.005461147227249499	0.020349005021037554	snoRNA
URS0000740D26_GR_chr3_49020200_49020221_22_-	1.1639516198184632	0.005602575320519705	0.01775846601595034	NA	NA	NA	miRNA
URS0000CA664E_GR_chr7_139044101_139044124_24_-	1.1319384896991367	0.005626075167630714	0.017796999875025383	1.0233316784053308	0.02106267584646063	0.05275632022950471	miRNA
URS00003B08B2_GR_chr17_16440036_16440106_71_+	1.1696781438148696	0.005681834638115579	0.017937220416908133	0.8811629273744634	0.07499358118759479	0.1448263137773336	snoRNA
URS00005B985B_GR_chr19_49490907_49490972_66_+	1.169941205860698	0.005783630906618752	0.018221921470853056	1.0956792758820448	0.011525491797435967	0.03360354426655032	snoRNA
URS00006283BD_GR_chr19_49490904_49490974_71_+	1.1693674368057534	0.005812875087727106	0.01827735673876519	NA	NA	NA	snoRNA
URS00004A26B5_GR_chr14_104117428_104117450_23_-	1.1097062601105234	0.005835638617581382	0.018312233981970374	1.3816381067362462	0.0017257129448440714	0.008755312002655233	miRNA
URS000075A5EE_GR_chr14_104117418_104117503_86_-	1.1094064979645513	0.005941707607008169	0.018607862745301032	NA	NA	NA	precursor_RNA
URS00006054DA_GR_chr17_2049929_2049950_22_-	-1.0199765333456208	0.005980092674600167	0.018678885229370973	-0.9545008831174417	0.009865887453833797	0.030655940946514706	miRNA
URS000062F4C6_GR_chr15_66501250_66501318_69_-	1.0431173152795483	0.005992699434395544	0.018678885229370973	1.024631208768593	0.008811685491173666	0.02836162570277402	snoRNA
URS000065235D_GR_chr5_181241814_181241892_79_-	1.0940580504125124	0.0060001008002568326	0.018678885229370973	1.041751961542965	0.02627333664725105	0.06274855401391341	snoRNA
URS000038803E_GR_chr11_59550987_59551059_73_-	1.623794683633605	0.006082871146235983	0.018899059066226253	1.7007159473844622	0.009011538677738939	0.02889988211216042	tRNA
URS00003DDA12_GR_chr15_66501252_66501318_67_-	1.0357947836951165	0.006113848662684398	0.01895776393626842	NA	NA	NA	snoRNA
URS0000EFC4FB_GR_chr22_46113690_46113765_76_+	-1.187745372171463	0.006156516517462143	0.01897812124130091	-1.0402042479767015	0.014867684593978274	0.040954542225130335	precursor_RNA
URS000075A6A4_GR_chr22_46113686_46113768_83_+	-1.1877391148847156	0.00615661792305287	0.01897812124130091	-0.7466516965011527	0.009615887253015543	0.030087340603512047	precursor_RNA
URS0000631FB7_GR_chr22_46113685_46113769_85_+	-1.1877373281731547	0.006156700899822921	0.01897812124130091	NA	NA	NA	precursor_RNA
URS0000446770_GR_chr13_27255064_27255135_72_+	0.9232391520089651	0.006275394326369108	0.019306066074653197	0.4835494887187284	0.2781183127278367	0.38720968190635247	snoRNA
URS000030BAD5_GR_chr1_153671250_153671321_72_+	1.0246275017691282	0.006354568499588438	0.01951138547133906	0.979987461367827	0.009934740160257369	0.030754517602009673	tRNA
URS00002BBF17_GR_chr12_6963743_6963763_21_+	1.2703489438708842	0.006453568398997318	0.019775023101305907	NA	NA	NA	miRNA
URS00003FB727_GR_chr15_65296093_65296128_36_+	0.9476384655670387	0.00646563852834285	0.019775023101305907	0.43905080203319624	0.3876076872819456	0.502267969955537	misc_RNA
URS0000DF33CF_GR_chrM_5826_5884_59_-	1.0188946140318187	0.006623044833560408	0.020217037633961633	0.8245664726812709	0.028900589355119893	0.06758523239817099	tRNA
URS000042BD45_GR_chr1_172138816_172138838_23_-	-1.099684593413019	0.006650108620170055	0.02026023383504236	-1.1346133064698742	0.012372087080143694	0.035495636415236544	miRNA
URS00005B0D1D_GR_chr11_109603197_109603222_26_+	-1.08338623848348	0.006672209613440099	0.02028817225482077	NA	NA	NA	piRNA
URS000049E7BA_GR_chr5_94569466_94569534_69_-	1.064616230579143	0.007076709342609479	0.021465767791973827	NA	NA	NA	tRNA
URS00004AA2F0_GR_chr5_94569467_94569533_67_-	1.065146044752058	0.007091023871590466	0.021465767791973827	NA	NA	NA	tRNA
URS0000225EE1_GR_chr11_59551294_59551379_86_+	1.301420362169934	0.0071005312199072124	0.021465767791973827	4.3191177044727285	1.9612616629275726e-4	0.0023762961382143323	tRNA
URS00007E9F11_GR_chr5_94569467_94569531_65_-	1.063919536035843	0.007137688657841273	0.021477683757243047	NA	NA	NA	tRNA
URS0000659544_GR_chr16_3191501_3191573_73_+	1.1338567584909893	0.007146195178112469	0.021477683757243047	NA	NA	NA	tRNA
URS0000527228_GR_chr6_71376964_71376985_22_-	-1.3488221745255182	0.007173925862997415	0.021477683757243047	-1.208508859918763	0.023131855289875457	0.057055183791678815	miRNA
URS00003CB05F_GR_chr5_94569468_94569535_68_-	1.1779499853404918	0.007176808715371637	0.021477683757243047	NA	NA	NA	tRNA
URS0000028D1E_GR_chr5_94569468_94569536_69_-	1.1779499853404918	0.007176808715371637	0.021477683757243047	NA	NA	NA	tRNA
URS0000803B68_GR_chr5_94569467_94569526_60_-	1.0618266416041888	0.007186605463704652	0.021477683757243047	NA	NA	NA	tRNA
URS00005A619D_GR_chr11_109603197_109603223_27_+	-1.0671251938269886	0.007309912456876216	0.02180466282288742	NA	NA	NA	piRNA
URS00004DAA7C_GR_chr7_100093815_100093836_22_-	1.007059321772469	0.007508243371458626	0.02235376442090813	NA	NA	NA	miRNA
URS00006A82CA_GR_chr15_24985100_24985166_67_+	-0.879987434581766	0.007589701792632981	0.02255348884969914	-0.925304856064388	0.007320937389111434	0.024902279452356315	snoRNA
URS0000346F1C_GR_chr12_6963703_6963724_22_+	1.1571944791369337	0.007626159640999005	0.02261898766867191	NA	NA	NA	miRNA
URS000005A7A9_GR_chr16_3152900_3152972_73_+	-1.0249962201897742	0.007729581143928711	0.022882477009102165	3.2758849310867344	1.5851280094067742e-4	0.0021937144655804004	tRNA
URS000064506B_GR_chr6_28989002_28989083_82_+	1.570058451553873	0.007765859635595823	0.022946579601223815	NA	NA	NA	tRNA
URS0000B4F0ED_GR_chr14_16057563_16057624_62_+	1.2086396910934738	0.007789462290911577	0.022973057019624557	-0.014678892001020127	0.9697382786394715	0.9828724313975682	precursor_RNA
URS0000120E41_GR_chr14_20610132_20610213_82_+	1.566755893022811	0.007832285987554026	0.02305601634985416	1.4299971033897636	0.015159079211560822	0.04125107009691399	tRNA
URS000002103A_GR_chr10_63373012_63373033_22_-	-1.0271759181938414	0.007970878567329651	0.02338443960778925	NA	NA	NA	miRNA
URS0000804A0D_GR_chr5_94569467_94569525_59_-	1.0339544835690475	0.007973661689080465	0.02338443960778925	NA	NA	NA	tRNA
URS00008033CE_GR_chr5_94569467_94569520_54_-	1.0304040616219328	0.008089499195732154	0.023578147211656277	NA	NA	NA	tRNA
URS00007E8E68_GR_chr5_94569467_94569521_55_-	1.0304040616219328	0.008089499195732154	0.023578147211656277	NA	NA	NA	tRNA
URS00007F742E_GR_chr5_94569467_94569517_51_-	1.0303897023853175	0.008089884546238327	0.023578147211656277	NA	NA	NA	tRNA
URS00007F9004_GR_chr5_94569467_94569516_50_-	1.0300781141488011	0.008099822400945018	0.023578147211656277	NA	NA	NA	tRNA
URS00007EA7AF_GR_chr5_94569467_94569513_47_-	1.029462882779121	0.00812029843364389	0.023593978226643077	0.866026838151522	0.08546707621139252	0.15792064699142075	tRNA
URS0000801906_GR_chr5_94569467_94569498_32_-	1.0187464294986577	0.008263521279049483	0.023965739162344988	0.9820828933520849	0.0128170222733107	0.03653868571883495	tRNA
URS0000EFCA53_GR_chr9_109046231_109046293_63_-	1.027046821783759	0.008413139176128882	0.024354640899162762	2.2760807362649125	0.08194182740213439	0.15394092260903072	precursor_RNA
URS0000472EB8_GR_chr9_109046229_109046298_70_-	1.033003103703567	0.00846625968354363	0.024433949566628817	NA	NA	NA	precursor_RNA
hsa_piR_016659_DQ592932	1.0262940779286769	0.008479497887994248	0.024433949566628817	2.327872861428065	1.989439684165195e-4	0.0023762961382143323	piRNA
URS0000371626_GR_chr5_134924054_134924122_69_+	1.4922555393029198	0.008493471908181081	0.024433949566628817	NA	NA	NA	tRNA
URS00008039FC_GR_chr5_94569467_94569503_37_-	1.0204853903067779	0.008513354814908915	0.024433949566628817	0.9847400086380254	0.08882356599143328	0.1624512469660022	tRNA
URS00007EC19C_GR_chr5_94569467_94569507_41_-	1.0186020994054195	0.008521367831558876	0.024433949566628817	NA	NA	NA	tRNA
URS0000807EA6_GR_chr5_94569467_94569506_40_-	1.0183050048041964	0.008533973462404455	0.024433949566628817	NA	NA	NA	tRNA
URS00001D909A_GR_chr16_3150674_3150746_73_+	3.069195993721566	0.008568564461173508	0.024485408263822495	3.2745954334264353	0.01779710302648699	0.04656944990995974	tRNA
URS000072E51D_GR_chr1_173864827_173864908_82_-	1.1895050320662073	0.008583157772531786	0.024485408263822495	NA	NA	NA	snoRNA
URS0000832FA3_GR_chr1_173864829_173864906_78_-	1.1886740664998436	0.008642576809843983	0.024610168810608363	NA	NA	NA	snoRNA
URS00007F86BF_GR_chr5_94569467_94569499_33_-	1.0102691536200603	0.008790923881472056	0.024987245597879813	-1.0034937598452216	0.1703881417451463	0.26749746728521223	tRNA
URS000064B8EB_GR_chr19_10109757_10109835_79_+	1.384793520926856	0.00885766421022388	0.025131419793564678	1.3093207656678387	0.02565403005559307	0.061597109598723464	snoRNA
URS0000DD9C04_GR_chr1_630757_630824_68_+	1.072367243009967	0.008881751881760628	0.025141069474247546	NA	NA	NA	tRNA
URS00000133BF_GR_chr1_630757_630825_69_+	1.0720642183375726	0.00889311252913154	0.025141069474247546	NA	NA	NA	tRNA
URS000075CA1B_GR_chr10_63372957_63373048_92_-	-1.0200049304213987	0.008937288385919803	0.025175234250463502	NA	NA	NA	precursor_RNA
URS0000EFE44F_GR_chr10_63372968_63373033_66_-	-1.0200049304213987	0.008937288385919803	0.025175234250463502	-1.0837906542772329	0.01373707082238837	0.03842956261216435	precursor_RNA
URS000048BA36_GR_chr3_49020199_49020221_23_-	1.0093846678133795	0.009250064619293692	0.02596989698312837	NA	NA	NA	miRNA
URS000013B42D_GR_chr1_161523847_161523917_71_-	1.1664972266359577	0.009258260777546096	0.02596989698312837	NA	NA	NA	tRNA
URS000005481D_GR_chr17_7223342_7223364_23_-	1.140322931159366	0.009269051823168825	0.02596989698312837	NA	NA	NA	miRNA
URS0000272A3D_GR_chr1_207801865_207801886_22_-	-0.857131419340913	0.009376330790025046	0.026223641728251867	-0.8697453674092053	0.010395646946243084	0.03175269033240234	miRNA
URS000022A78C_GR_chr9_114209487_114209507_21_+	1.9079844038320277	0.009415345797216708	0.026285903124258034	1.8703763542040521	0.013372437110988128	0.037644039265414854	miRNA
URS0000467AB5_GR_chr19_10107651_10107735_85_+	1.027243580069686	0.009435307698043566	0.02629484507678571	1.0243249558615797	0.017839522014505733	0.04656944990995974	snoRNA
URS0000EFDA6A_GR_chr14_104117430_104117490_61_+	1.0882943505266844	0.00946164645581275	0.02632149519356419	NA	NA	NA	precursor_RNA
URS00003D2394_GR_chr5_86620547_86620566_20_+	1.1583754100916042	0.009509557526271141	0.02640795709507862	1.0637406426821867	0.019250332262698903	0.049250137811691214	miRNA
URS00004DA9DB_GR_chr14_104117469_104117490_22_+	1.0868914714610476	0.009543985386108103	0.026456736874211333	1.2968650498279857	0.005326177869824331	0.020148343177772837	miRNA
URS00004C47FB_GR_chr9_109046272_109046293_22_-	1.005608194345829	0.009584873780452304	0.026523222154373305	NA	NA	NA	miRNA
URS00001B6381_GR_chr11_93733230_93733300_71_-	1.1562261010327703	0.00966183721835136	0.02668912428801635	NA	NA	NA	snoRNA
URS0000EFC5C7_GR_chr1_207801864_207801922_59_-	-0.8511866094027694	0.009748325897691573	0.026880708846182915	-1.484527497157578	0.07291962134064517	0.14142941676868112	precursor_RNA
URS00003DC32E_GR_chr2_233275727_233275755_29_+	1.2979559843901516	0.009934631966327006	0.027340527855428412	1.356874438320725	0.007444535532193689	0.024956035843117567	piRNA
URS000045A9D7_GR_chr3_160404645_160404666_22_+	1.199749814149017	0.009962176858040628	0.027340527855428412	1.0584227599178697	0.03427137435627504	0.0767473670123067	miRNA
URS000075DF1C_GR_chr19_10109749_10109840_92_+	1.3565063039533176	0.00996735623537607	0.027340527855428412	NA	NA	NA	snoRNA
URS0000EFE53D_GR_chrX_151959639_151959696_58_-	-1.2482763965421944	0.01009530827207471	0.02764317395966007	NA	NA	NA	precursor_RNA
URS00006481F8_GR_chr9_70311607_70311701_95_-	1.0496236380701858	0.010119707842395707	0.027661710112750638	NA	NA	NA	Y_RNA
URS000075DD93_GR_chr17_41517164_41517217_54_-	-1.7535565905058919	0.010381896177247987	0.02832903496017755	-1.1947701929716104	0.07970887271769124	0.15077400574961564	precursor_RNA
URS0000694F71_GR_chr11_93733228_93733300_73_-	1.1401716104779744	0.010545196526194182	0.02872467595416436	1.280030603375851	0.006497290620665897	0.022702595242638037	snoRNA
URS00005AFD62_GR_chr16_70779036_70779109_74_-	1.1630886262609663	0.010617327149632585	0.02887103344501478	1.2042289478139327	0.004083004157265089	0.016742181430246805	tRNA
URS00006ABCCE_GR_chr16_70788694_70788764_71_+	1.2218515076285863	0.010739391580673524	0.029152431470721038	3.981068917764188	0.028248048429613263	0.06640509814081862	tRNA
URS000042E914_GR_chr1_207801864_207801925_62_-	-0.8368920107182634	0.010774645892310796	0.02919761555273858	0.1761695555036047	0.6237198250817543	0.7135036979916118	precursor_RNA
URS000075B799_GR_chr1_207801852_207801939_88_-	-0.8367968634727712	0.010803127848895028	0.02922432343951086	-1.50408613424886	0.005936185406816576	0.021408411627796328	precursor_RNA
URS0000315291_GR_chr11_109603197_109603224_28_+	-1.001333415382561	0.01083645978614341	0.029264036840721187	NA	NA	NA	piRNA
URS0000D52743_GR_chr10_102436557_102436578_22_+	-1.051170318220462	0.01088192901904055	0.02933633441731035	-1.0477696568954205	0.014922952607904995	0.04098107474586754	miRNA
