RNAcentral_id	GR	logFC_Spheroid_Mono_FC	P.Value_Spheroid_Mono_FC	adj.P.Val_Spheroid_Mono_FC	logFC_Spheroid_Mono_salmon	P.Value_Spheroid_Mono_salmon	adj.P.Val_Spheroid_Mono_salmon	gene_type	RNA_type	ENSEMBL	GENCODE	GENECARDS	LNCIPEDIA	NONCODE	ENA	LNCBOOK	MALACARDS	HGNC	REFSEQ	RFAM	LNCBASE	MIRBASE	PDB	MIRGENEDB	SNODB	SNOPY	TARBASE	GTRNADB	SRPDB	5SRRNADB	LNCRNADB	MODOMICS	SILVA	TMRNA_WEB
URS000068F7DB	chr2_176150321_176150395_75_-	0.6751102295585678	1.9545718791122554e-7	1.6579769602469653e-6	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:RF00104-019:URS000068F7DB_9606_gn_RF00104-019	NA	NA	NA	NA	NA	NA	NA	RF00104_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000680F44	chr2_176150322_176150396_75_+	0.6751102295585678	1.9545718791122554e-7	1.6579769602469653e-6	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIR10B:URS0000680F44_9606_gn_MIR10B	NA	NA	NA	NA	MALACARDS:MIR10B:URS0000680F44_9606_gn_MIR10B	NA	NA	RF00104_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000064D54F	chr10_5853711_5853783_73_-	5.020343299952505	2.037369370185838e-7	1.7182207578619294e-6	3.165950035571021	4.5539966833734504e-4	0.00123856103568565	tRNA	tRNA	NA	NA	GENECARDS:TRV-TAC3-1:URS000064D54F_9606_gn_TRV-TAC3-1	NA	NA	HG984134.1:1..73:tRNA_gn_tRNA-Val-TAC-3-1	NA	NA	HGNC:34910_gn_TRV-TAC3-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Val-TAC-3-1:CM000672.1:5895674-5895746_gn_tRNA-Val-TAC-3-1, tRNA-Val-TAC-3-1:CM000672.2:5853711-5853783_gn_tRNA-Val-TAC-3-1	NA	NA	NA	NA	NA	NA
URS00001DF052	chr9_94175956_94176037_82_+	-1.043708140163341	2.0842367669085646e-7	1.7371940035120674e-6	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIRLET7A1:URS00001DF052_9606_gn_MIRLET7A1	NA	NA	NA	NA	MALACARDS:MIRLET7A1:URS00001DF052_9606_gn_MIRLET7A1	NA	NA	RF00027_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005EB5B7	chr9_94175957_94176036_80_+	-1.043708140163341	2.0842367669085646e-7	1.7371940035120674e-6	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000362295_gn_ENSG00000199165.3	ENST00000362295_gn_MIRLET7A1	GENECARDS:MIRLET7A1:URS00005EB5B7_9606_gn_MIRLET7A1	NA	NA	LM608149.1:1..80:precursor_RNA_gn_let-7a-1	NA	MALACARDS:MIRLET7A1:URS00005EB5B7_9606_gn_MIRLET7A1	HGNC:31476_gn_MIRLET7A1	NR_029476_gn_MIRLET7A1	NA	NA	MI0000060_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE28C	chr9_94175961_94176033_73_+	-1.043354687622049	2.0962677796417857e-7	1.7371940035120674e-6	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Let-7-P2a1_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000D56C46	chr9_94175962_94176034_73_+	-1.0428691175774	2.109410904736197e-7	1.7371940035120674e-6	-0.4533773762009332	0.18181939200797315	0.22648184170882232	misc_RNA	misc_RNA	NA	NA	GENECARDS:5ZAL_C:URS0000D56C46_9606_gn_5ZAL_C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5ZAL_C_gn_NA, 5ZAM_C_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000416117	chr11_76235513_76235587_75_+	-2.1678738402993103	2.1351391048326105e-7	1.7371940035120674e-6	-4.58446167279372	6.908570689975574e-7	9.195272984152152e-5	tRNA	tRNA	NA	NA	GENECARDS:TRP-AGG1-1:URS0000416117_9606_gn_TRP-AGG1-1, GENECARDS:TRP-AGG2-1:URS0000416117_9606_gn_TRP-AGG2-1, GENECARDS:TRP-AGG2-2:URS0000416117_9606_gn_TRP-AGG2-2, GENECARDS:TRP-AGG2-3:URS0000416117_9606_gn_TRP-AGG2-3, GENECARDS:TRP-AGG2-4:URS0000416117_9606_gn_TRP-AGG2-4, GENECARDS:TRP-AGG2-5:URS0000416117_9606_gn_TRP-AGG2-5, GENECARDS:TRP-AGG2-6:URS0000416117_9606_gn_TRP-AGG2-6, GENECARDS:TRP-AGG2-7:URS0000416117_9606_gn_TRP-AGG2-7, GENECARDS:TRP-AGG2-8:URS0000416117_9606_gn_TRP-AGG2-8, GENECARDS:TRP-TGG3-4:URS0000416117_9606_gn_TRP-TGG3-4, GENECARDS:TRP-TGG3-5:URS0000416117_9606_gn_TRP-TGG3-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6IP5_zu_gn_NA, 6IP5_zy_gn_NA, 6IP6_zy_gn_NA, 6IP8_zy_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075EA7B	chr9_95085463_95085485_23_+	-3.620418147003493	2.1516806385798146e-7	1.7371940035120674e-6	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-27-P2_5p*_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000031F4C1	chr2_28927067_28927144_78_+	3.222747721443241	2.1551207308820025e-7	1.7371940035120674e-6	3.408596111264282	9.620674734121082e-6	1.493272003574648e-4	snoRNA	snoRNA	NA	NA	GENECARDS:SNORD53:URS000031F4C1_9606_gn_SNORD53	NA	NA	X96652.1:1..78:ncRNA_gn_U53 small nuclear RNA	NA	MALACARDS:SNORD53:URS000031F4C1_9606_gn_SNORD53	NA	NA	RF00325_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000734C43	chr16_3170960_3171030_71_-	-2.9402715790845626	2.2166097532605665e-007	1.7672314918071949e-6	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:AF091512:URS0000734C43_9606_gn_AF091512	NA	NA	HG984002.1:1..71:tRNA_gn_tRNA-Pro-TGG-4-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000016BC55	chr16_3170962_3171032_71_-	-2.9402715790845626	2.2166097532605665e-007	1.7672314918071949e-6	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:AF091512:URS000016BC55_9606_gn_AF091512	NA	NA	AF091512.1:36194..36264:tRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000061547A	chr10_67045454_67045485_32_-	3.391261762423593	2.2290057864435993e-7	1.76745621870718e-6	NA	NA	NA	misc_RNA	misc_RNA	NA	NA	GENECARDS:AB330783-001:URS000061547A_9606_gn_AB330783-001, GENECARDS:AB330783-002:URS000061547A_9606_gn_AB330783-002, GENECARDS:AB330783-003:URS000061547A_9606_gn_AB330783-003, GENECARDS:AB330783-004:URS000061547A_9606_gn_AB330783-004, GENECARDS:AB330783-005:URS000061547A_9606_gn_AB330783-005, GENECARDS:AB330784-001:URS000061547A_9606_gn_AB330784-001, GENECARDS:AB330784-002:URS000061547A_9606_gn_AB330784-002	NA	NA	AB330784.1:1..30:misc_RNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000030476B	chr16_3172050_3172121_72_+	-2.226601208885425	2.264396891570737e-7	1.7858135485414624e-6	-3.1013455566623724	4.7899565868545506e-5	3.0119247018141413e-4	tRNA	tRNA	NA	NA	GENECARDS:TRP-CGG1-2:URS000030476B_9606_gn_TRP-CGG1-2	NA	NA	AF091512.1:37283..37354:tRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000657EA4	chrX_134169535_134169614_80_-	-2.1244959258654923	2.390855475943188e-7	1.8660225194559217e-6	-3.818788705937631	2.216474249000681e-4	7.620657701799311e-4	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIR92A2:URS0000657EA4_9606_gn_MIR92A2	NA	NA	NA	NA	MALACARDS:MIR92A2:URS0000657EA4_9606_gn_MIR92A2	NA	NA	RF00464_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002E728C	chrX_134169538_134169612_75_-	-2.124494448572941	2.391680679494567e-7	1.8660225194559217e-6	-2.520500150944345	1.520557597780699e-5	1.7073689597937565e-4	precursor_RNA	precursor_RNA	ENST00000385299_gn_ENSG00000284538.1	ENST00000385299_gn_MIR92A2	GENECARDS:MIR92A2:URS00002E728C_9606_gn_MIR92A2	NA	NA	AF480564.1:1..75:misc_RNA_gn_NA, LM608182.1:1..75:precursor_RNA_gn_mir-92a-2	NA	MALACARDS:MIR92A2:URS00002E728C_9606_gn_MIR92A2	HGNC:31644_gn_MIR92A2	NR_029509_gn_MIR92A2	NA	NA	MI0000094_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE2B1	chrX_134169543_134169604_62_-	-2.1221504401483227	2.41048736814682e-7	1.8706920585777713e-6	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-92-P1b_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000009262D	chr17_59841311_59841331_21_+	1.8258513688607927	2.4604369050001444e-7	1.8993531451826512e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR21:URS000009262D_9606_gn_MIR21	NA	NA	LM380173.1:1..21:ncRNA_gn_NA, LM608166.1:46..66:ncRNA_gn_NA	NA	MALACARDS:MIR21:URS000009262D_9606_gn_MIR21	NA	NR_029493_gn_MIR21	NA	hsa-miR-21-3p_gn_NA	MIMAT0004494_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000642F53	chr12_95308420_95308513_94_+	-2.0961449075865186	2.473778567500105e-7	1.8996015420961332e-6	-2.366073124241595	6.022441487696961e-6	1.3570494415137113e-4	precursor_RNA	precursor_RNA	ENST00000362302_gn_ENSG00000199172.3	ENST00000362302_gn_MIR331	GENECARDS:MIR331:URS0000642F53_9606_gn_MIR331	NA	NA	LM608730.1:1..94:precursor_RNA_gn_mir-331	NA	MALACARDS:MIR331:URS0000642F53_9606_gn_MIR331	HGNC:31772_gn_MIR331	NR_029895_gn_MIR331	RF00769_gn_NA	NA	MI0000812_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFEE66	chr13_91351323_91351382_60_+	-2.1301887692984405	2.552346884181017e-7	1.9496723057696874e-6	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-92-P1a_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE1B2	chr21_16590252_16590313_62_+	-1.7212723369655096	2.5966740482656016e-7	1.964146523303142e-6	-0.9606488649569798	0.09301852607265394	0.12562295789193473	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-10-P3c_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000058997A	chr21_16590237_16590325_89_+	-1.7218525541525649	2.6251444279925474e-7	1.964146523303142e-6	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000385128_gn_ENSG00000207863.1	ENST00000385128_gn_MIR125B2	GENECARDS:MIR125B2:URS000058997A_9606_gn_MIR125B2	NA	NA	LM608510.1:1..89:precursor_RNA_gn_mir-125b-2	NA	MALACARDS:MIR125B2:URS000058997A_9606_gn_MIR125B2	HGNC:31507_gn_MIR125B2	NR_029694_gn_MIR125B2	NA	NA	MI0000470_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000031D4C0	chr21_16590247_16590316_70_+	-1.7218525541525649	2.6251444279925474e-7	1.964146523303142e-6	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIR125B2:URS000031D4C0_9606_gn_MIR125B2	NA	NA	NA	NA	MALACARDS:MIR125B2:URS000031D4C0_9606_gn_MIR125B2	NA	NA	RF00052_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000009B16	chr16_3182633_3182704_72_-	-2.079758131723655	2.671674521646108e-7	1.9887617995314653e-6	-4.712933405068714	2.036797613340948e-4	7.343683138009106e-4	tRNA	tRNA	NA	NA	GENECARDS:TRP-AGG2-7:URS0000009B16_9606_gn_TRP-AGG2-7, GENECARDS:TRP-AGG2-8:URS0000009B16_9606_gn_TRP-AGG2-8	NA	NA	AF091512.1:54949..55020:tRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002B6637	chr13_91351314_91351391_78_+	-1.8631575373369105	2.735912408484471e-7	2.016653354905255e-6	-1.3244204418030492	8.63408418277722e-5	4.2414938547893086e-4	precursor_RNA	precursor_RNA	ENST00000385233_gn_ENSG00000283705.1	ENST00000385233_gn_MIR92A1	GENECARDS:MIR92A1:URS00002B6637_9606_gn_MIR92A1	NA	NA	AB176708.1:1757..1834:ncRNA_gn_NA, AF480563.1:1..78:misc_RNA_gn_NA, LM608181.1:1..78:precursor_RNA_gn_mir-92a-1	NA	MALACARDS:MIR92A1:URS00002B6637_9606_gn_MIR92A1	HGNC:31643_gn_MIR92A1	NR_029508_gn_MIR92A1	RF00464_gn_NA	NA	MI0000093_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000190FE5	chr16_3191503_3191573_71_+	2.1727975070853196	2.764955265666677e-7	2.016653354905255e-6	1.8518026913693877	0.0353213088793421	0.0517957999611248	tRNA	tRNA	NA	NA	GENECARDS:TRK-CTT4-1:URS0000190FE5_9606_gn_TRK-CTT4-1	NA	NA	AF091512.1:56816..56886:tRNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002B7450	chr7_151238488_151238508_21_+	-3.357640856294981	2.767993386111314e-7	2.016653354905255e-6	-3.343022856518079	6.643042297784496e-5	3.577334389307339e-4	miRNA	miRNA	NA	NA	GENECARDS:MIR671:URS00002B7450_9606_gn_MIR671	NA	NA	LM380424.1:1..21:ncRNA_gn_NA, LM609619.1:68..88:ncRNA_gn_NA	NA	MALACARDS:MIR671:URS00002B7450_9606_gn_MIR671	NA	NR_030407_gn_MIR671	NA	hsa-miR-671-3p_gn_NA	MIMAT0004819_gn_NA	NA	Hsa-Mir-671_3p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000679FAF	chr18_46089305_46089377_73_-	2.1892614174968745	2.774672396255718e-7	2.016653354905255e-6	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRK-CTT6-1:URS0000679FAF_9606_gn_TRK-CTT6-1	NA	NA	HG983918.1:1..73:tRNA_gn_tRNA-Lys-CTT-6-1	NA	NA	HGNC:34552_gn_TRK-CTT6-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Lys-CTT-6-1:CM000680.1:43669271-43669343_gn_tRNA-Lys-CTT-6-1, tRNA-Lys-CTT-6-1:CM000680.2:46089305-46089377_gn_tRNA-Lys-CTT-6-1	NA	NA	NA	NA	NA	NA
URS00003BD810	chr22_21653316_21653337_22_+	-2.9525693734048803	2.7782544505548753e-7	2.016653354905255e-6	-2.1009354531038675	0.00631902582437748	0.01129652028093779	miRNA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-130-P1b_5p*_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006ABCCE	chr16_70788694_70788764_71_+	3.509551644241233	2.827758598152508e-7	2.0424256409428264e-6	9.233349950064856	0.0022759509514385	0.00462247402540222	tRNA	tRNA	NA	NA	GENECARDS:TRG-GCC5-1:URS00006ABCCE_9606_gn_TRG-GCC5-1	NA	NA	HG983819.1:1..71:tRNA_gn_tRNA-Gly-GCC-5-1	NA	NA	HGNC:34783_gn_TRG-GCC5-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Gly-GCC-5-1:CM000678.1:70822597-70822667_gn_tRNA-Gly-GCC-5-1, tRNA-Gly-GCC-5-1:CM000678.2:70788694-70788764_gn_tRNA-Gly-GCC-5-1	NA	NA	NA	NA	NA	NA
URS00003768C5	chr13_91351361_91351382_22_+	-2.1317382528267625	3.126954632767392e-7	2.2254764922964022e-6	-2.417230891126369	1.8871369439858604e-5	1.880851025763688e-4	miRNA	miRNA	NA	NA	GENECARDS:MIR92A1:URS00003768C5_9606_gn_MIR92A1, GENECARDS:MIR92A2:URS00003768C5_9606_gn_MIR92A2	NA	NA	AB176708.1:1804..1825:ncRNA_gn_NA, AF480530.1:1..22:ncRNA_gn_NA, LM378779.1:1..22:ncRNA_gn_NA, LM608181.1:48..69:ncRNA_gn_NA, LM608182.1:48..69:ncRNA_gn_NA	NA	MALACARDS:MIR92A1:URS00003768C5_9606_gn_MIR92A1, MALACARDS:MIR92A2:URS00003768C5_9606_gn_MIR92A2	NA	NR_029508_gn_MIR92A1, NR_029509_gn_MIR92A2	NA	hsa-miR-92a-3p_gn_NA	MIMAT0000092_gn_NA	NA	Hsa-Mir-92-P1a_3p_gn_NA, Hsa-Mir-92-P1b_3p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001D9AFB	chr16_14285893_14285964_72_+	-1.9878998525952412	3.22855528817876e-7	2.2866321191518497e-6	-0.4021120305838872	0.11235978647928369	0.14768359895103172	tRNA	tRNA	NA	NA	GENECARDS:TRT-CGT2-1:URS00001D9AFB_9606_gn_TRT-CGT2-1	NA	NA	HG984053.1:1..72:tRNA_gn_tRNA-Thr-CGT-2-1	NA	NA	HGNC:34646_gn_TRT-CGT2-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Thr-CGT-2-1:CM000678.1:14379750-14379821_gn_tRNA-Thr-CGT-2-1, tRNA-Thr-CGT-2-1:CM000678.2:14285893-14285964_gn_tRNA-Thr-CGT-2-1	NA	NA	NA	NA	NA	NA
URS00003E16E5	chr7_25949960_25949981_22_-	-2.0036418458247276	3.300354974747288e-7	2.3261922261624603e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR148A:URS00003E16E5_9606_gn_MIR148A	NA	NA	LM380228.1:1..22:ncRNA_gn_NA, LM608330.1:6..27:ncRNA_gn_NA	NA	MALACARDS:MIR148A:URS00003E16E5_9606_gn_MIR148A	NA	NR_029597_gn_MIR148A	NA	hsa-miR-148a-5p_gn_NA	MIMAT0004549_gn_NA	NA	Hsa-Mir-148-P1_5p*_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFD02F	chr7_151238448_151238508_61_+	-3.019804263288222	3.322853099523355e-7	2.3307897462521995e-6	-1.9088243501647817	0.00129076451623311	0.00294924683069543	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-671_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00007629C2	chr17_59841311_59841332_22_+	1.71076524033597	3.3614014918797186e-7	2.3401726909432727e-6	-0.6263096002993258	0.05847973243008457	0.08208048158936869	miRNA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-21_3p*_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000028BBF9	chr19_43460872_43460893_22_+	-0.7961997318251122	3.368308876614717e-7	2.3401726909432727e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:AY940853-001:URS000028BBF9_9606_gn_AY940853-001, GENECARDS:AY940853-002:URS000028BBF9_9606_gn_AY940853-002, GENECARDS:MIR151A:URS000028BBF9_9606_gn_MIR151A	NA	NA	AY940853.1:1..22:ncRNA_gn_NA	NA	MALACARDS:MIR151A:URS000028BBF9_9606_gn_MIR151A	NA	NA	NA	NA	NA	NA	Hsa-Mir-28-P2_5p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006CC1A3	chr1_23370254_23370346_93_+	2.096232321335597	3.465003088766832e-7	2.3959428940809515e-6	2.133183105728799	1.7364745921888355e-5	1.8444176073789524e-4	Y_RNA	Y_RNA	ENST00000364535_gn_ENSG00000201405.1, ENST00000635424_gn_ENSG00000282829.1	ENST00000364535_gn_AL109936.1	GENECARDS:ENSG00000201405:URS00006CC1A3_9606_gn_ENSG00000201405	NA	NA	NA	NA	NA	NA	NA	RF00019_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000660494	chr4_26702309_26702388_80_+	5.309374934914304	3.514148477708753e-7	2.418463504234467e-6	NA	NA	NA	snoRNA	snoRNA	ENST00000364129_gn_ENSG00000200999.1	ENST00000364129_gn_AC107390.1	GENECARDS:ENSG00000200999:URS0000660494_9606_gn_ENSG00000200999	NA	NA	NA	NA	NA	NA	NA	RF00284_gn_NA	NA	NA	NA	NA	500_gn_NA	Homo_sapiens300540_gn_SNORD74L7	NA	NA	NA	NA	NA	NA	NA	NA
URS00000711F0	chr1_161440826_161440864_39_-	1.9578621913036356	3.536459248405178e-7	2.422391569682232e-6	2.590414281268152	8.180834618331549e-6	1.4829182055734678e-4	misc_RNA	misc_RNA	NA	NA	GENECARDS:AB330774-001:URS00000711F0_9606_gn_AB330774-001, GENECARDS:AB330774-002:URS00000711F0_9606_gn_AB330774-002, GENECARDS:AB330774-003:URS00000711F0_9606_gn_AB330774-003, GENECARDS:AB330774-004:URS00000711F0_9606_gn_AB330774-004, GENECARDS:AB330774-005:URS00000711F0_9606_gn_AB330774-005, GENECARDS:AB330774-006:URS00000711F0_9606_gn_AB330774-006, GENECARDS:AB330774-007:URS00000711F0_9606_gn_AB330774-007, GENECARDS:AB330774-008:URS00000711F0_9606_gn_AB330774-008, GENECARDS:AB330774-009:URS00000711F0_9606_gn_AB330774-009, GENECARDS:AB330774-010:URS00000711F0_9606_gn_AB330774-010, GENECARDS:AB330774-011:URS00000711F0_9606_gn_AB330774-011, GENECARDS:AB330774-012:URS00000711F0_9606_gn_AB330774-012	NA	NA	AB330774.1:1..39:misc_RNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075B243	chr9_94178834_94178920_87_+	-1.3121304470567212	3.618507063533389e-7	2.4514566245209807e-6	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000362263_gn_ENSG00000199133.3	ENST00000362263_gn_MIRLET7D	GENECARDS:MIRLET7D:URS000075B243_9606_gn_MIRLET7D	NA	NA	LM608154.1:1..87:precursor_RNA_gn_let-7d	NA	MALACARDS:MIRLET7D:URS000075B243_9606_gn_MIRLET7D	HGNC:31481_gn_MIRLET7D	NR_029481_gn_MIRLET7D	NA	NA	MI0000065_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004C105E	chr9_94178835_94178919_85_+	-1.3121304470567212	3.618507063533389e-7	2.4514566245209807e-6	-1.7143723467050966	8.371307606140712e-4	0.00204979681570922	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIRLET7D:URS00004C105E_9606_gn_MIRLET7D	NA	NA	NA	NA	MALACARDS:MIRLET7D:URS00004C105E_9606_gn_MIRLET7D	NA	NA	RF00027_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFCBF4	chr2_135665410_135665466_57_+	-2.236805527113356	3.666398937981965e-7	2.465104170744556e-6	-6.703246332418556	6.0904769441167234e-6	1.3570494415137113e-4	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-128-P1_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002F16B0	chrX_151958629_151958651_23_-	-1.6774565828201269	3.720960021159868e-7	2.4903122343450675e-6	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR224:URS00002F16B0_9606_gn_MIR224	NA	NA	AY194154.1:1..23:ncRNA_gn_NA	NA	MALACARDS:MIR224:URS00002F16B0_9606_gn_MIR224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000009AC8B	chr16_70778211_70778281_71_-	3.357516055134168	3.827759490424255e-7	2.5385004984222673e-6	5.737420788632079	0.00233535150886794	0.00471873081226274	tRNA	tRNA	NA	NA	GENECARDS:TRG-GCC3-1:URS000009AC8B_9606_gn_TRG-GCC3-1	NA	NA	HG983817.1:1..71:tRNA_gn_tRNA-Gly-GCC-3-1	NA	NA	HGNC:12282_gn_TRG-GCC3-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Gly-GCC-3-1:CM000678.1:70812114-70812184_gn_tRNA-Gly-GCC-3-1, tRNA-Gly-GCC-3-1:CM000678.2:70778211-70778281_gn_tRNA-Gly-GCC-3-1	NA	NA	NA	NA	NA	NA
URS0000DEAF1C	chr1_629572_629601_30_+	2.447335464232217	3.847513856052893e-7	2.54005552759329e-6	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:AF346969-001:URS0000DEAF1C_9606_gn_AF346969-001, GENECARDS:AF346969-002:URS0000DEAF1C_9606_gn_AF346969-002, GENECARDS:AP008755:URS0000DEAF1C_9606_gn_AP008755, GENECARDS:MT-TM:URS0000DEAF1C_9606_gn_MT-TM	NA	NA	MH359223.1:4402..4431:tRNA_gn_NA	NA	MALACARDS:MT-TM:URS0000DEAF1C_9606_gn_MT-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000071F654	chr2_240456001_240456089_89_+	-1.9749655422318255	3.947323905246558e-7	2.5942097197093366e-6	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000384879_gn_ENSG00000207611.1	ENST00000384879_gn_MIR149	GENECARDS:MIR149:URS000071F654_9606_gn_MIR149	NA	NA	LM608518.1:1..89:precursor_RNA_gn_mir-149	NA	MALACARDS:MIR149:URS000071F654_9606_gn_MIR149	HGNC:31536_gn_MIR149	NR_029702_gn_MIR149	RF00829_gn_NA	NA	MI0000478_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
