sncRNA	Primary_Solid_Tumor_salmon	Solid_Tissue_Normal_salmon	Primary_Solid_Tumor_fc	Solid_Tissue_Normal_fc
hsa_piR_000560_DQ570698	28.50662048198171	9.5618553927259	14.754874897416522	4.608201538471021
URS000046CCFB_GR_chr17_28722582_28722653_72_+	6.8308281889245555	4.39085151753701	26.742812034589626	13.71036371908702
hsa_piR_001346_DQ571858	39.84960108637389	21.478185837897865	21.80750900178912	10.908822644255272
URS000082C6B1_GR_chr17_28723434_28723491_58_+	132.51770735599655	38.57004853572377	48.193220895011585	13.310926436312835
URS0000EFE3FD_GR_chr17_28861382_28861424_43_-	118.16566803925468	1477.614521447203	17.338925195990015	218.79959976221954
URS0000EFE964_GR_chr17_28861547_28861604_58_-	51.78080204100703	428.6934916861084	10.893945789423242	93.05489638503533
URS00006C130C_GR_chr17_30117083_30117163_81_+	20.8299290002025	18.192138089723702	28.464908141667937	21.91429968753569
URS0000EFBC44_GR_chr17_30117094_30117153_60_+	68.1114020850545	64.50707467216856	28.38997994423486	21.860967856518656
URS00000BE495_GR_chr17_30117131_30117153_23_+	89.26442599679675	57.67643697880309	17.41776369860018	11.482811600230926
URS00002D4542_GR_chr17_31550074_31550145_72_+	55.704968466736254	56.162906646488956	50.20147120945577	32.2581145503514
URS0000EFDC65_GR_chr17_31560015_31560071_57_+	46.255575795344015	70.15452927436424	140.00715534958738	230.86182866586506
URS0000367985_GR_chr17_31560016_31560037_22_+	331.39618415917226	578.7176691937648	133.1979093980823	225.82794441249493
URS00005DBAF3_GR_chr17_31560050_31560071_22_+	17.288905656625424	13.485350975385755	6.579190957068394	4.785077442572486
URS0000515607_GR_chr17_31575424_31575515_92_+	6.793190551485097	9.975486084135476	7.232520903334466	17.95978084538239
URS00005CB969_GR_chr17_35151223_35151256_34_-	9945.40589841395	20204.350713095246	6115.417447019679	11511.994896453793
URS00005D7632_GR_chr17_35573657_35573753_97_+	6.990070647060381	7.459975605077488	7.48617278718377	7.691714706938685
URS00001246A7_GR_chr17_38751778_38751854_77_-	5.307013165080261	6.922017832338714	NA	NA
URS0000417A0F_GR_chr17_38867645_38867716_72_+	493.2722587625141	135.32062064336907	89.72733952051658	35.61189621992175
URS000014D40F_GR_chr17_38869292_38869363_72_-	44.75686298978054	24.43133405678537	21.448308298965568	9.275051578232187
URS000075DD93_GR_chr17_41517164_41517217_54_-	16.89990816619159	15.432133444847278	16.579945906999175	13.61397549489324
URS000075D4B1_GR_chr17_41517166_41517186_21_-	11.96526029854325	12.149519408013305	12.578358671484002	10.896110100677811
URS00004DAC80_GR_chr17_43233791_43233833_43_-	4.812342125584614	6.594496046519416	5.803194056177533	5.222266441262467
URS00006A0932_GR_chr17_48037161_48037247_87_-	82.61057344511461	127.62317381674016	105.14415001382787	136.6340427156468
URS0000EFCA8E_GR_chr17_48037173_48037232_60_-	42.87534004432469	57.5580405695314	105.01579242424438	136.48156814585423
URS00003AFD9B_GR_chr17_48037174_48037194_21_-	182.8525497946118	219.75553490831248	77.40667285449868	94.85770569874705
URS0000538196_GR_chr17_48579858_48579933_76_-	669.3747426316987	204.51331874632714	7898.582560350072	4228.354745501937
URS0000EFE822_GR_chr17_48579863_48579926_64_-	65768.61805644524	32264.421251586602	7829.97131176736	4205.828228308885
URS000016D2D4_GR_chr17_48579904_48579926_23_-	28.417689415667432	22.241093818440973	7746.216272944565	4094.784680823918
URS0000EFE71C_GR_chr17_48632493_48632553_61_-	289.4746912399512	23.93962287705858	107.64658667012823	9.130139800259455
URS000032F804_GR_chr17_49192528_49192600_73_+	406.39944769976927	371.95789231996946	86.31443420200911	47.101228374394324
URS0000EFD752_GR_chr17_58331242_58331305_64_-	104.11249954686009	30.442948738698515	349.1196236427851	66.97266037236791
URS0000617EF6_GR_chr17_58331245_58331266_22_-	717.2791614079345	213.3185439419882	271.12405500876395	54.210555243497
URS00002620A7_GR_chr17_58331245_58331267_23_-	1381.5071120289313	193.74263574300073	338.62644017878335	63.87205840597269
URS0000D510F1_GR_chr17_59137785_59137809_25_-	9.14992299713016	2.7915074439423693	NA	NA
URS00000D02E8_GR_chr17_59841255_59841272_18_+	244.01609019739257	39.24294872092637	131.1939426935639	24.29855371651173
URS00000AF93C_GR_chr17_59841266_59841337_72_+	491.2740678705773	86.22769936371483	31935.94000148463	7240.785510343242
URS0000EFE31F_GR_chr17_59841272_59841332_61_+	10720.27336889646	4544.981785108622	31916.501680840785	7236.9751112077565
URS00004270D7_GR_chr17_59841273_59841296_24_+	230531.02996868466	50665.794794859736	31358.985752022512	7116.178181171336
URS00007629C2_GR_chr17_59841311_59841332_22_+	2630.0569162622814	583.3770973077915	506.4740771823545	114.2146419333884
URS00000C304D_GR_chr17_64146078_64146157_80_+	335.78619328440794	276.14472789880665	1382.9637281082098	841.7311048520338
URS0000428A90_GR_chr17_64146083_64146152_70_+	2178.537679282489	1362.2147604433148	1274.646062969799	757.3966896115521
URS000024468D_GR_chr17_68019896_68019931_36_-	6.375450334091221	3.131809385207953	NA	NA
URS000059900F_GR_chr17_68019897_68019969_73_-	143.77277224143273	101.59425027183913	88.90555330852321	54.86650740540311
URS00002D7BB5_GR_chr17_75033906_75033978_73_+	35.12626186645006	6.235576466850048	40.50505716092954	53.17307126811814
URS0000390F3A_GR_chr17_75034431_75034503_73_-	23.8998639735432	29.511365563789287	39.746327924466634	52.79004014778201
URS000066103F_GR_chr17_75035113_75035185_73_+	51.49120780376724	26.173662792257492	56.35624403933215	28.91485883588236
URS000072497E_GR_chr17_76558792_76558868_77_+	6.137935495869332	3.651344847657822	NA	NA
URS0000634240_GR_chr17_76561109_76561192_84_+	8.56792019055097	13.788977923444977	58.21079162049022	86.4762590314296
URS000072C309_GR_chr17_76561634_76561705_72_+	11.55906988753158	4.476503000584219	NA	NA
URS0000EFDE00_GR_chr17_81125885_81125944_60_-	5.9886596356047015	7.457782245744143	27.40174394535084	23.393211072819522
URS000075B45F_GR_chr17_81125886_81125908_23_-	218.29123852824432	161.5687436328195	26.81014253028567	22.8033087519078
URS000029D793_GR_chr17_81125926_81125948_23_+	16.300435453190524	10.833368520137604	NA	NA
URS00007E3A17_GR_chr18_21825711_21825733_23_-	0.9958245790554799	4554.690779845414	NA	NA
URS00001DC04F_GR_chr18_21829015_21829036_22_-	3.7625134707377144	5518.399889444929	NA	NA
URS00002AB33E_GR_chr18_49489244_49489308_65_-	65.31561036126413	33.29146506223979	18.205519813604674	9.263084321880925
URS000005BADB_GR_chr18_49491283_49491347_65_-	45.547908956959525	39.2475657269047	26.92335734622214	22.128376291088752
URS00004BB247_GR_chr18_49491664_49491729_66_-	33.68983289604724	28.1939957502191	25.274051567519734	19.053939687180257
URS00000335D1_GR_chr19_3982507_3982572_66_-	17.42958489191837	17.77111113607545	19.948401813116522	20.688508009721488
URS00000AED6F_GR_chr19_4724070_4724141_72_+	49.42207628548338	75.27034319680892	16.372928329120892	21.509670672576153
URS00002B4CE5_GR_chr19_4724635_4724707_73_-	20.23440652226629	9.218778346112925	12.1439331352883	5.497622660119814
URS0000467AB5_GR_chr19_10107651_10107735_85_+	11.297703794625573	6.201730967224856	11.312865909985812	5.450379658597875
URS000064B8EB_GR_chr19_10109757_10109835_79_+	9.65588910296771	4.763768316822841	5.354490262046394	2.4833901314336346
URS0000759977_GR_chr19_10817426_10817496_71_-	305.6957542152866	435.4745234302005	372.05020429095885	394.6845093447207
URS0000185C0B_GR_chr19_12706449_12706518_70_-	20.665852098651722	11.27061493383486	17.746154458602007	6.660053606330981
URS00006E5DD3_GR_chr19_13836286_13836353_68_-	457.77322197204956	659.343125856293	273.5062357501006	347.1088079269809
URS000059273E_GR_chr19_13836289_13836310_22_-	1562.7549606888465	1706.4143315737263	484.68839377417584	624.2278895475009
URS0000233054_GR_chr19_13836440_13836517_78_-	74.08545023371407	39.65228770609131	228.02415422177478	187.96482785757698
URS0000EFE0E6_GR_chr19_13836446_13836508_63_-	131.45718889905908	145.36903900253185	228.015887054773	187.958114448601
URS00000887D8_GR_chr19_13836447_13836467_21_-	1046.098110055121	867.6002974342638	224.69604928802886	176.11358446969743
URS00001CC864_GR_chr19_13836587_13836659_73_-	932.637193920548	797.0520080757045	775.0532385520726	682.3210442398107
URS0000EFEAE0_GR_chr19_13836593_13836651_59_-	161.284761565023	98.08063191048412	772.3753554177456	680.5343542289785
URS0000391DB6_GR_chr19_13836594_13836615_22_-	2589.6594032877692	2587.0601698912906	698.0092379246457	632.9614411579238
URS0000676B07_GR_chr19_13874717_13874791_75_+	18.232184257640384	18.48549039149576	28.530703345848117	21.69721557647003
URS00007E4F21_GR_chr19_13874725_13874747_23_+	55.44055339274504	53.01710568683141	12.164350972726384	11.36358124646751
URS00005AF7FD_GR_chr19_13874764_13874785_22_+	44.555756039160144	23.51886200489003	16.108504609735213	10.272809711895539
URS00005FB8F2_GR_chr19_13874910_13874933_24_+	30.74342980428331	26.684264496648836	11.287971298556476	9.663821397389118
URS0000EFB9C4_GR_chr19_20399283_20399342_60_-	5.082376025915279	3.3271395075193384	NA	NA
URS00006CAA11_GR_chr19_39412168_39412260_93_-	9.33977049170111	14.741212595475307	13.327946045407499	9.324027227699007
URS000068907A_GR_chr19_40114609_40114705_97_-	893.5913234507489	453.0196474808673	88.82374042349677	42.320374288530445
URS000014E598_GR_chr19_45478601_45478687_87_-	12.939542559305428	6.89094005329577	6.089239432381517	2.7050774712148655
URS0000EFBCA6_GR_chr19_45639047_45639070_24_-	17.477823822870214	21.19618703934487	10.044278632821495	5.064517423222792
URS0000EFC77D_GR_chr19_46018960_46019021_62_+	24.849609558917123	14.826336431112587	15.347430342995292	9.44592773971186
URS000050B350_GR_chr19_49489966_49490047_82_+	26.95144721430282	15.54184413284154	9.835734002104909	5.401858098129307
URS00006F4F8C_GR_chr19_49490615_49490699_85_+	14.046170567860312	11.702259288011032	5.185646280609698	4.037692101095069
URS00005B985B_GR_chr19_49490907_49490972_66_+	13.810505411666911	10.089203945440786	3.388222761201511	2.141054865264643
URS00006B7D0F_GR_chr19_49500785_49500868_84_-	32.704812799787206	44.900104040662306	243.9701296116607	245.74809253399104
URS0000EFDC4C_GR_chr19_49500797_49500853_57_-	682.5199087518438	667.3993930311708	232.93537642994247	230.4200820817206
URS00006611EB_GR_chr19_50802328_50802418_91_-	18.34466868064631	14.625196016998478	9.70745920294515	7.439446700316773
URS000075E904_GR_chr19_51692612_51692681_70_+	61.53518766865081	63.51597116737521	8838.503526007993	5591.577191901102
URS0000EFD207_GR_chr19_51692617_51692677_61_+	7326.252954085319	5574.954876969999	8836.409684471035	5589.499370281655
URS00002C10B3_GR_chr19_51692618_51692639_22_+	24824.31586182978	15255.408056632647	8800.6410387810065	5561.057241042341
URS00001C308D_GR_chr19_51692656_51692677_22_+	69.34702522700329	39.91140407334626	28.793833781208985	21.61111070719034
URS0000702A26_GR_chr19_51692787_51692863_77_+	5.600196686773378	5.626371490685799	309.6407256194839	225.17649450166246
URS0000EFD799_GR_chr19_51692792_51692859_68_+	696.5943133225725	577.3291736097549	309.6407256194839	225.17649450166246
URS000000B1C9_GR_chr19_51692793_51692814_22_+	735.6380982156736	524.1873271773869	298.6289138637958	215.89291281600526
URS0000409B45_GR_chr19_51692838_51692859_22_+	14.310642775543645	17.241712388412804	4.098216981174393	4.588590272602494
URS0000EFF282_GR_chr19_51693267_51693327_61_+	53.6485357161348	46.4413111629016	219.68959049221132	245.7520998284031
URS00005A4DCF_GR_chr19_51693268_51693291_24_+	743.6662325222937	878.5626789075465	218.61026513159806	244.17151335343658
URS00001F0C23_GR_chr19_51693306_51693327_22_+	4.272998448247687	5.935766999413188	NA	NA
URS00000FC8EB_GR_chr2_25328651_25328674_24_-	12.46646975083504	2.9513713410081013	NA	NA
URS00000FA8B2_GR_chr2_27050782_27050871_90_+	15.85002356581674	9.236947667080152	95.88653895730194	39.31556599499092
URS000025C8A1_GR_chr2_27050845_27050871_27_+	79.52129187560365	160.37265380612695	80.11048906249823	28.726877994015968
URS00003D2CC9_GR_chr2_27051214_27051286_73_+	23.27055011481605	12.413869317796866	19.755415193233027	14.938279928570799
URS000075E488_GR_chr2_28913662_28913750_89_+	5.6461858871504855	7.003574982688914	4.5141989851517845	5.0484803789029025
URS0000706C1B_GR_chr2_28913664_28913748_85_+	3.708910892597014	4.617044671016539	3.959088698786937	4.351274982244018
URS00006C2FB0_GR_chr2_28927983_28928060_78_+	6.463668427269733	6.424042919398061	5.817676309439285	5.1382299522164985
URS00004E1F23_GR_chr2_42810536_42810628_93_+	76.7523777786924	47.23635617585756	13.432689092498826	9.357303478846337
URS000041E210_GR_chr2_55983020_55983042_23_-	6.365121650484358	7.0488080853879636	NA	NA
URS0000EFC530_GR_chr2_96798287_96798345_59_+	6.522912884271112	3.6026134238978087	NA	NA
hsa_piR_019420_DQ596670	7.862109242587927	14.721849107504223	8.707583365615294	14.423860062787062
hsa_piR_001168_DQ571524	8.157063246509063	8.383045422355968	15.03967051437317	13.484449325547736
URS0000A85F9B_GR_chr2_128350829_128350927_99_-	32.51643445685195	4.629764105264878	NA	NA
URS00002D9CBA_GR_chr2_135665397_135665478_82_+	53.018147162011914	71.38365968614666	35.82850707958933	42.07409549786776
URS0000537082_GR_chr2_135665411_135665433_23_+	4.5288528670929	5.7025490477552445	NA	NA
URS000024A59E_GR_chr2_135665446_135665466_21_+	111.40061554144127	112.68029220242761	57.457093694158715	54.1423234317211
URS00007EF03D_GR_chr2_148881821_148881852_32_-	6.451375505558351	5.2217924796320165	NA	NA
URS00006F4537_GR_chr2_156400769_156400840_72_+	55.35859582896931	57.47335615257053	20.941833372265094	24.077756898310614
URS0000EFE4D0_GR_chr2_176150328_176150390_63_+	42.216907253386445	186.85085123941096	8510.109560582408	31510.79058421276
URS0000EFBD9F_GR_chr2_176150329_176150389_61_+	64630.390953370574	239272.1849377427	8508.62534140653	31504.278333209888
URS00004AC389_GR_chr2_176150368_176150389_22_+	13.628167054460262	46.7226373467049	2.37130180051237	7.247891447813368
URS000075F01A_GR_chr2_188978092_188978161_70_+	3.2039835019764267	2.749494570665758	NA	NA
URS0000ABD8C9_GR_chr2_202278113_202278187_75_+	6.153081412156348	4.191345447813994	NA	NA
URS000098604A_GR_chr2_202346276_202346373_98_-	81.12661931779645	64.9313841391658	NA	NA
hsa_piR_001152_DQ571500	39.701199495356654	27.44975178756118	10.941527573593849	6.926657260259026
URS00005D7C80_GR_chr2_206783246_206783266_21_+	3.9410012556148724	2.846705148453373	NA	NA
URS0000EFCA1B_GR_chr2_207109996_207110063_68_-	47.34363497117143	47.989217863260336	12.997599634835101	12.632276540358456
URS0000701C43_GR_chr2_218402649_218402719_71_+	4.4121554518634465	9.346407842229318	159.87918711174004	235.56014238134244
URS0000EFE9A1_GR_chr2_218402656_218402713_58_+	548.33150409167	1070.0307547846803	159.86055070520197	235.51356907760956
URS000003ABC4_GR_chr2_218402692_218402713_22_+	19.221956461082463	26.604078727597727	5.026889713066111	7.177213946295541
URS000020B181_GR_chr2_219001641_219001708_68_-	478.01199055956647	221.137303095006	3138.8052166178713	1101.888976744311
URS0000EFEDF3_GR_chr2_219001647_219001704_58_-	183.32775076164162	50.61640009780649	3136.8455494565587	1101.3842988268557
URS00000ED600_GR_chr2_219001648_219001669_22_-	10015.92942801735	3770.051742513454	3077.19710210075	1083.031557218799
hsa_piR_020548_DQ598263	195.99301902558756	208.8412506835309	54.86076171914388	68.60911811295217
URS000053D4AB_GR_chr2_231456444_231456523_80_-	91.00950366483153	74.7598291999308	75.02318504444241	70.00102655695075
hsa_piR_012753_DQ587269	39.26531595923552	53.35415909794843	60.610507298244066	57.448837389908
URS0000519855_GR_chr2_231460370_231460437_68_-	57.08766418694566	30.561248845059144	31.342668390747697	12.533922847369665
hsa_piR_000441_DQ570540	290.6054125117373	93.86190442406465	19.32325382133821	6.464905131112126
URS00003DC32E_GR_chr2_233275727_233275755_29_+	40.73863477551095	17.570420519558837	52.32446544961138	21.52621375735537
URS0000EFDAD6_GR_chr2_240456014_240456076_63_+	25.3219150847137	26.406562326136655	45.51552391599262	27.761145455928794
URS00001C770D_GR_chr2_240456015_240456037_23_+	92.3497563794411	55.17815907518597	45.266294778525754	27.604217125738728
URS000081F58C_GR_chr20_2462959_2463040_82_-	56.20031690431017	43.43645585295229	29.22268979464713	21.20755006804242
URS000062ED01_GR_chr20_2654212_2654286_75_+	14.73215904952847	9.576297289494052	36.4588638594218	24.753780529146493
hsa_piR_019676_DQ596993	47.31994174526119	37.001574480471696	25.45933646450976	18.041874985546336
URS0000434604_GR_chr20_2656624_2656694_71_+	16.336143656420262	7.525077520660159	16.493315980145617	7.8243748590948465
URS0000406CED_GR_chr20_2656939_2657010_72_+	80.06573077592982	74.47985884308179	35.272945566723486	31.124963169193364
URS0000255FE6_GR_chr20_3917494_3917571_78_+	17.076493638630655	8.947038614769466	1430.1412999224808	1038.3909085438331
URS0000476BE1_GR_chr20_3917541_3917563_23_+	15464.970451739791	10582.123094438955	2822.555020651461	2049.111320064069
URS0000336885_GR_chr20_29298646_29298674_29_-	3.7717085510339143	6.471732401455649	14.372081762237638	104.55774563816891
URS0000359B05_GR_chr20_49278945_49279023_79_+	33.31948098321654	15.981566302538809	16.56658421178938	7.6827395536432705
URS0000643FAE_GR_chr20_49280319_49280409_91_+	40.46413740841144	13.803518102079448	38.956739988485936	13.002574691087986
URS00006B5455_GR_chr20_49280683_49280772_90_+	23.113303650484696	16.15702993776574	25.143619082495352	16.374582285165072
URS0000EFEF50_GR_chr20_58817625_58817681_57_-	2.6689356801232593	8.782537340065431	NA	NA
URS000049DAFB_GR_chr21_8210893_8210923_31_+	14.160757477460635	46.11262057991513	9.533701158447561	23.667007288001027
URS0000441811_GR_chr21_8210896_8210927_32_+	15.305283572339246	29.072423789703567	10.781369392038936	24.9092629274987
URS00003F0F42_GR_chr21_8210897_8210926_30_+	19.575532746344347	65.15294667414857	5.793812901800572	15.70850675476556
URS00004A7BA1_GR_chr21_8212566_8212588_23_+	326.6235527752015	147.8951934153993	1536.8413143909952	1022.7852833261978
URS000047CFA7_GR_chr21_8212572_8212592_21_+	28.00084961358256	34.60735441104406	81.17193399988925	63.313067782802285
hsa_piR_009294_DQ582566	361.7564601793722	278.1207687101628	321.2351979396012	251.9502731049056
URS00001D1556_GR_chr21_8215387_8215417_31_+	87.2421096614785	118.35558215950701	75.84093630087119	93.37919602043581
URS00004949A9_GR_chr21_8215846_8215876_31_+	107.45679032063606	242.22174078358532	42.39970113486345	94.65425167425231
URS00006034AB_GR_chr21_8216295_8216322_28_+	4.963481285445952	14.016631914484648	NA	NA
URS0000036192_GR_chr21_8216553_8216581_29_+	8.109284846010945	14.070759162207771	NA	NA
hsa_piR_014923_DQ590404	6.9998669203950135	10.242261194226947	NA	NA
URS00002FF4FF_GR_chr21_8218734_8218764_31_+	7.507702429132727	7.531347773504004	8.41412130753578	10.064644652833369
URS000041798D_GR_chr21_8218915_8218940_26_+	374.71771047039886	195.9285299181448	151.05855333459294	74.23697325683035
URS0000BB15D5_GR_chr21_8433831_8433886_56_+	5.989248909036735	5.080412923413818	NA	NA
URS0000D53CCC_GR_chr21_8436324_8436374_51_+	70.490036811083	8.519180073525067	NA	NA
URS0000EFE6EA_GR_chr21_16539100_16539160_61_+	843.0219314338749	3838.0947158875792	179.17278043230715	785.4740935815365
URS00007E3F2D_GR_chr21_16539138_16539160_23_+	2.073020971456321	10.366423259963181	NA	NA
URS00002DE03A_GR_chr21_16539832_16539907_76_+	3.9661189000147217	12.028974070688962	498.60519924311166	1874.0115652220054
URS0000EFE150_GR_chr21_16539837_16539904_68_+	103.9307639538173	335.2890243071413	498.26060536416065	1872.3785887292588
hsa_piR_008114_DQ581033	2169.3405491518	8565.096072231137	486.81340544148486	1839.751468272966
URS000060A34C_GR_chr21_16539883_16539904_22_+	22.847184090969463	52.87350192228431	6.801050316561161	15.114783854221752
URS000031D4C0_GR_chr21_16590247_16590316_70_+	2.5143972088496187	13.250722512048952	82.35044762850166	285.2776817234522
URS0000EFE1B2_GR_chr21_16590252_16590313_62_+	28.97889110851442	118.83221280299499	82.24411805473977	284.5993609768824
URS00001925C1_GR_chr21_16590290_16590311_22_+	2.159289873809007	7.021807369595045	2.1974481027740795	7.3890453727124905
URS00004FCB5F_GR_chr21_16590292_16590313_22_+	12.956179219912197	54.738349677426	3.3287171886029125	12.630240668289794
URS00005AFD62_GR_chr21_17454786_17454859_74_-	615.3493625689002	171.51436037159826	141.66102393776282	36.24892329239751
URS0000EFBD7B_GR_chr21_25573982_25574043_62_+	64.71173625733333	20.21086523849721	143.48595821859547	45.06571393279233
URS0000D54CAD_GR_chr21_25573983_25574006_24_+	434.22925527012563	153.06796229951834	140.7209559480635	44.46942496960137
URS0000B4AE68_GR_chr22_11629695_11629788_94_+	104.66787306800819	61.877720225024156	8.53713119476568	4.64705614512915
URS0000EFF2A0_GR_chr22_20033152_20033208_57_+	20.609721405581894	16.943053413128787	14.129749744494669	11.863629302117392
URS00004176D4_GR_chr22_20033153_20033174_22_+	27.973375670592613	27.584145491664497	12.700675915727286	11.061016306374828
URS0000500449_GR_chr22_20086072_20086093_22_+	6.43074232559433	5.325711904933118	NA	NA
URS00003BD810_GR_chr22_21653316_21653337_22_+	9.459106711178466	3.521601532120211	NA	NA
URS00002C0FCB_GR_chr22_21653354_21653375_22_+	10.495727413627387	4.075366919264782	NA	NA
URS00006324F5_GR_chr22_21792434_21792524_91_+	13.63259258961452	30.965813517159642	NA	NA
URS000068C891_GR_chr22_29333163_29333258_96_-	5.536301606480063	8.126039915358875	3.0264538784955386	3.6286581355532155
URS000027315D_GR_chr22_39313819_39313911_93_-	8.193969264280128	4.359921505379896	10.192624333456052	4.304631888150966
URS000039A29A_GR_chr22_39313879_39313908_30_-	8.407741574148803	4.417178739336579	NA	NA
URS000054DD16_GR_chr22_39315213_39315307_95_-	15.759825433919575	9.934662588308779	16.762342601348234	10.05244482233878
URS000063F175_GR_chr22_39319050_39319113_64_-	57.29910536356921	41.652713776686994	48.34875317030511	33.21178665589548
hsa_piR_000552_DQ570687	52.59805474003766	35.25855991357202	18.03581838322078	12.021270576708227
URS0000EFECA2_GR_chr22_41900948_41901009_62_+	11.034425758301344	4.364654808788528	NA	NA
URS00004BC34C_GR_chr22_46112749_46112822_74_+	46.545055230722376	42.47806413114126	2973.628170300176	3658.204357608531
URS0000EFEA48_GR_chr22_46112751_46112820_70_+	235.3194717404392	211.23391726375297	2971.41324133165	3656.2403599120084
URS000004F5D8_GR_chr22_46112800_46112820_21_+	18.35286331929332	13.943855221830358	8.998481049375878	7.501070389841517
URS000075A6A4_GR_chr22_46113686_46113768_83_+	73.00013042507723	109.10891676488217	6255.849038916744	9920.609312360215
URS0000EFC4FB_GR_chr22_46113690_46113765_76_+	11018.297346180418	17589.690957590705	6255.709905903687	9920.50524007795
URS0000324096_GR_chr22_46113691_46113712_22_+	13517.310203172388	21270.93055797504	5904.687960995829	9457.130834504977
URS00005918D5_GR_chr22_46113745_46113766_22_+	51.108350247483855	68.7407572337628	23.585941359559964	32.1034593829673
URS0000EFEBDE_GR_chr3_37969412_37969473_62_+	4.449937217345672	11.267233993885007	181.4687754320279	300.67521587302633
URS00006FCBA3_GR_chr3_41868998_41869095_98_-	10.524406487778684	8.949987580277003	NA	NA
URS00002DDD59_GR_chr3_45688999_45689071_73_-	104.76683895211829	62.828518650338715	86.41787540536754	41.03985677456398
URS0000EFE94D_GR_chr3_49020158_49020221_64_-	367.6702188697042	185.98645415622275	87.12517745190476	40.11049316647303
URS0000EFC951_GR_chr3_49020630_49020694_65_-	934.2123009743383	360.1185147912148	283.53013965120067	96.02206577145878
URS00003DBD40_GR_chr3_52268278_52268361_84_-	35.11868466332541	16.980572627236032	163.25586587578425	142.151267958076
URS0000EFBC1D_GR_chr3_52268279_52268357_79_-	212.79734893336044	261.2953344001118	159.5393691710551	140.78073102294417
URS000029979D_GR_chr3_52268280_52268300_21_-	32.25524367727896	15.682323080639208	11.750939997361808	6.047393637927839
URS00004AFF8D_GR_chr3_52268336_52268357_22_-	315.72078112467705	255.7187417293514	144.20571678098224	132.1133210740254
URS0000A90AA7_GR_chr3_52688890_52688962_73_+	7.7411549648730436	5.014159441524029	NA	NA
URS00006A0203_GR_chr3_52690752_52690828_77_+	113.10013583656891	67.83605003851108	20.15818558576189	11.447953512379016
URS0000673CBC_GR_chr3_52691378_52691453_76_+	290.2509170078376	145.51763961582495	151.10080242922442	73.79361531251395
URS00006292A1_GR_chr3_52692736_52692812_77_+	113.92246110366618	89.05356672683024	123.52069281903121	90.01620461611846
URS00006D2D54_GR_chr3_128362165_128362258_94_+	11.20601429945294	9.808658494340538	NA	NA
URS00006D9244_GR_chr3_132229100_132229171_72_-	23.43537789103172	10.196254653136116	6.6682969027723535	3.1723000383951123
URS0000685300_GR_chr3_160404593_160404678_86_+	7.766760473877121	2.5943652921372258	60.8773010144837	21.67632127057208
URS0000EFE533_GR_chr3_160404606_160404666_61_+	23.35357320186587	9.630308730082888	60.851991174446404	21.65287039900437
URS00004AD914_GR_chr3_160404607_160404628_22_+	234.87491395724226	77.63513831000884	52.16993033555663	17.606679403652635
URS000045A9D7_GR_chr3_160404645_160404666_22_+	29.885003879410597	16.441775559328914	8.296911180845747	3.771609891041677
URS0000EFDFC2_GR_chr3_160404753_160404818_66_+	53.30655164053612	28.03968725894845	42.006136214311155	30.04802493376822
URS0000EFF065_GR_chr3_160404796_160404818_23_+	6.650551346939935	5.463921582039706	NA	NA
URS00006A65B9_GR_chr3_184325696_184325771_76_+	942.873000945967	901.2794015281542	990.8612462652458	892.6446982007129
URS000075E9C3_GR_chr3_186784796_186784865_70_+	95.6434701651285	40.34273343815265	42.51570635202437	18.04955426494185
URS000048B329_GR_chr3_188688781_188688866_86_+	968.7334461660673	1731.4210728598227	1071.2271623901663	1907.8289437971641
URS0000EFC259_GR_chr3_188688793_188688855_63_+	14.894993612275773	10.983739997502218	945.1960544826585	1715.38855614912
URS00003E47B1_GR_chr3_188688794_188688815_22_+	43.50771209395532	51.68471905260583	15.73630596541123	20.18755424615048
URS00001799A3_GR_chr3_188688834_188688855_22_+	3274.369145984812	5412.909915583196	928.8743650185721	1693.4611649656147
URS0000EFB97D_GR_chr4_20528298_20528362_65_+	5.739692116117663	9.258722786964736	5.98367074848702	13.70784154782792
URS00006C7CE9_GR_chr4_25250545_25250639_95_+	49.42805547821102	34.160524747089276	NA	NA
URS0000632BB1_GR_chr4_38868046_38868123_78_+	7.00158875156693	8.117762273760697	27.88677592411594	31.084916932464612
URS0000EFC51E_GR_chr4_38868055_38868113_59_+	8.357921737355207	3.867615917816684	27.75850467098492	30.952250849720258
URS00001CF056_GR_chr4_38868092_38868113_22_+	97.27556620999341	116.04320638701161	27.527151261369674	30.79820487116971
URS0000EFE0B9_GR_chr4_109488713_109488735_23_+	10.500142256331571	7.3359348215399836	NA	NA
URS000051B5A1_GR_chr4_151103827_151103891_65_+	14.237298857712108	6.683500529952554	7.646177582874359	3.4028032422671926
URS0000BA61D1_GR_chr4_165400666_165400731_66_-	291.82524107394204	309.40745888623894	NA	NA
URS0000EFBB41_GR_chr5_15935229_15935253_25_+	3.704723308740246	5.05560437986462	NA	NA
URS0000EFD200_GR_chr5_59703628_59703688_61_-	5.443772303101935	7.105213079554424	29.724760239316748	30.522137133169903
URS0000EFC666_GR_chr5_59703629_59703651_23_-	110.0580719245615	109.3498434295661	28.093872349257044	28.714782445479305
hsa_piR_009265_DQ582536	10.775581801718625	7.236823647193815	13.088164189534	8.207980111644556
URS00003D2394_GR_chr5_86620547_86620566_20_+	36.66640233468616	25.147875811413982	10.43968176071215	6.649999926143137
